Unique ID;球员类型;名字;国家或地区;俱乐部;联赛;联赛键;联赛可信度;年龄;身高(cm);左脚;右脚;主力脚;最佳位置;第二位置;其他可用位置;定价位置;最佳位置倍率;第二位置倍率;其他位置倍率;最佳位置能力;第二位置能力;其他位置能力;FM身价原文;FM身价下限(百万英镑);FM身价上限(百万英镑);FM身价中位(百万英镑);评分_射门;评分_传球;评分_控球;评分_防守;评分_速度;评分_身体;评分_意识;评分_意志;FM_技术;FM_抢断;FM_罚点球;FM_传球;FM_盯人;FM_界外球;FM_远射;FM_头球;FM_任意球;FM_停球;FM_射门;FM_盘带;FM_传中;FM_角球;FM_强壮;FM_耐力;FM_速度;FM_体质;FM_弹跳;FM_平衡;FM_灵活;FM_爆发力;FM_预判;FM_才华;FM_领导力;FM_无球跑动;FM_工作投入;FM_视野;FM_团队合作;FM_选位;FM_意志力;FM_决断;FM_集中;FM_镇定;FM_勇敢;FM_侵略性;模型价格(百万欧元);位置稀缺系数;巨星系数;FM身价修正;基础价格(百万欧元);本局价格下限(百万欧元);本局价格上限(百万欧元);价格池;缺失FM属性数;校验状态;原最佳位置;原第二位置;原全部位置
2000250907;现役;Ibrahim Osman;加纳;Birmingham;英冠;英冠;majority_high;20;177;欠佳;精准;右脚;左边锋;左边前卫、右边前卫、中锋;右边锋;左边锋;1.0;0.95;0.9;63.7;60.5;57.3;£3700万 - £4900万;37.0;49.0;43.0;56.5;58.8;76.8;29.8;79.2;52.3;48.5;57.5;16;3;11;12;4;6;9;9;8;15;11;16;10;8;9;11;16;14;9;11;16;17;13;14;4;15;12;9;12;5;15;9;13;8;9;10;26.6;1.05;1.0;1.05;29.4;23.5;35.3;主力池;0;PASS;未知;中场 (右左), 前锋 (中);中场/前腰 (右左), 前锋 (中)
91143519;现役;Vitaly Janelt;德国;Brentford;英超;英超;manual;26;184;精准;还行;左脚;后腰;;中前卫;后腰;1.0;0.95;0.9;68.0;;61.2;£3700万 - £4800万;37.0;48.0;42.5;62.2;67.2;63.8;67.2;61.5;72.5;66.2;77.0;13;14;9;14;12;13;13;13;10;14;12;13;13;11;14;15;12;16;12;14;12;12;14;9;12;12;16;13;15;13;16;13;14;14;17;16;43.9;1.03;1.0;1.013;45.8;36.6;55.0;强援池;0;PASS;未知;后腰;后腰, 中场 (中)
83188780;现役;Matheus Nunes;葡萄牙;Manchester City;英超;英超;manual;26;184;不错;精准;右脚;右边锋;右翼卫、前腰;右后卫、中前卫;右边锋;1.0;0.95;0.9;69.3;65.8;62.4;£3600万 - £5800万;36.0;58.0;47.0;64.2;69.0;71.0;58.2;72.2;72.0;67.8;74.5;15;11;11;13;9;12;13;10;11;14;12;14;16;13;14;15;15;17;12;13;13;14;13;15;8;14;16;14;16;12;15;13;16;14;16;15;50.3;1.05;1.0;1.009;53.3;42.6;64.0;强援池;0;PASS;未知;翼卫 (右), 前腰 (右中);后卫/翼卫 (右), 中场 (中), 前腰 (右中)
28067800;现役;Jack Grealish;英格兰;Everton;英超;英超;manual;29;175;强势;精准;左脚;前腰、左边锋;右边前卫、右边锋;左边前卫;前腰;1.0;0.95;0.9;67.0;63.6;60.3;£3600万 - £5800万;36.0;58.0;47.0;55.2;70.0;77.0;47.2;66.0;64.8;64.5;67.7;14;9;12;14;6;3;10;11;10;15;9;17;14;13;13;14;12;15;7;14;15;14;13;16;12;13;15;14;13;10;14;13;12;14;15;9;39.4;1.04;1.0;1.04;42.6;34.1;51.1;强援池;0;PASS;未知;中场/前腰 (右);中场 (右左), 前腰 (右左中)
37059452;现役;Pascal Struijk;荷兰;Leeds;英超;英超;manual;25;190;精准;不错;左脚;中后卫;左后卫;;中后卫;1.0;0.95;0.9;66.9;63.6;;£3600万 - £5800万;36.0;58.0;47.0;48.0;66.7;57.5;70.0;62.3;69.8;63.7;66.0;13;15;14;15;14;8;6;17;3;12;8;11;10;3;14;13;13;14;16;13;11;12;13;8;13;11;13;13;14;14;13;12;12;14;14;13;38.9;1.0;1.0;1.041;40.5;32.4;48.6;强援池;0;PASS;未知;后卫 (左);后卫 (左中)
2000128974;现役;Eliezer Mayenda;西班牙;Sunderland;英超;英超;manual;19;180;精准;欠佳;左脚;右边锋;;中锋;右边锋;1.0;0.95;0.9;66.0;;59.4;£3600万 - £5700万;36.0;57.0;46.5;65.8;65.5;67.5;39.8;73.7;65.2;60.7;61.0;12;5;13;14;5;5;11;11;5;14;14;15;8;5;15;11;16;13;11;14;12;15;14;13;6;14;14;14;13;10;12;11;11;12;14;13;35.2;1.05;1.0;1.05;38.8;31.0;46.6;主力池;0;PASS;未知;前腰 (右);前腰 (右), 前锋 (中)
48034615;现役;Nordi Mukiele;法国;Sunderland;英超;英超;manual;27;187;欠佳;精准;右脚;中后卫;;右后卫、右翼卫;中后卫;1.0;0.95;0.9;69.2;;62.3;£3600万 - £4700万;36.0;47.0;41.5;47.8;63.0;62.0;70.5;71.2;73.8;63.2;73.5;13;15;8;13;14;16;8;13;6;13;7;12;12;6;15;14;15;14;15;15;12;14;15;10;11;12;16;12;15;13;15;12;12;12;16;16;49.8;1.0;1.0;0.998;49.7;39.8;59.6;强援池;0;PASS;未知;;后卫 (右中), 翼卫 (右)
98031331;现役;Manuel Akanji;瑞士;Inter Milan;意甲;意甲;manual;29;187;不错;精准;右脚;中后卫;右后卫;;中后卫;1.0;0.95;0.9;71.4;67.8;;£3600万 - £4700万;36.0;47.0;41.5;49.3;64.0;59.0;72.0;73.2;80.0;68.8;68.8;12;15;8;14;14;10;11;14;9;13;7;11;8;4;17;17;15;16;15;14;13;14;14;9;11;9;13;12;14;14;14;14;14;16;16;13;61.9;1.0;1.0;0.978;60.6;48.5;72.7;强援池;0;PASS;未知;后卫 (右);后卫 (右中)
2000187623;现役;Jaydee Canvot;法国;Crystal Palace;英超;英超;manual;18;188;不错;精准;右脚;中后卫;右后卫、后腰;;中后卫;1.0;0.95;0.9;63.1;59.9;;£3600万 - £4700万;36.0;47.0;41.5;46.3;57.5;57.5;64.2;65.5;69.0;56.8;63.0;12;13;7;12;14;6;8;13;6;13;8;10;7;6;13;14;13;14;15;14;13;13;12;9;8;11;13;11;13;12;14;11;12;11;13;12;24.7;1.0;1.0;1.05;25.9;20.7;31.1;主力池;0;PASS;未知;后卫 (右), 后腰;后卫 (右中), 后腰
13174979;现役;Yves Bissouma;马里;Tottenham Hotspur;英超;英超;manual;28;182;欠佳;精准;右脚;后腰;中前卫;;后腰;1.0;0.95;0.9;67.9;64.5;;£3600万 - £4700万;36.0;47.0;41.5;57.5;63.0;74.0;71.5;74.5;71.0;59.8;67.0;15;17;13;14;14;7;13;12;13;14;9;16;11;8;15;16;14;14;12;13;14;16;12;14;11;12;14;10;15;14;14;10;10;15;14;13;43.4;1.03;1.0;1.012;45.3;36.2;54.4;强援池;0;PASS;未知;中场 (中);后腰, 中场 (中)
18105831;现役;Ismael Saibari;摩洛哥;PSV;荷甲;荷甲;manual;23;185;不错;精准;右脚;前腰;中锋;中前卫、左边锋、右边锋;前腰;1.0;0.95;0.9;66.2;62.9;59.6;£3600万 - £4700万;36.0;47.0;41.5;62.3;69.8;73.7;36.0;70.0;60.7;60.5;65.0;15;6;12;13;5;7;12;13;12;15;13;14;12;8;12;13;14;10;13;12;15;14;12;17;9;12;12;15;14;5;15;13;13;13;13;12;36.0;1.04;1.0;1.035;38.7;31.0;46.4;主力池;0;PASS;未知;前锋 (中);中场 (中), 前腰 (右左中), 前锋 (中)
67174729;现役;Adama Traoré;西班牙;West Ham;英超;英超;manual;28;178;还行;精准;右脚;左边锋;左边前卫;右边前卫、右边锋;左边锋;1.0;0.95;0.9;62.9;59.8;56.6;£3600万 - £4400万;36.0;44.0;40.0;51.0;49.2;71.5;40.5;88.0;66.8;44.5;51.0;12;7;9;11;7;7;11;10;8;10;11;18;12;6;17;10;19;12;14;14;14;19;9;18;5;9;9;8;9;10;14;6;8;10;11;12;24.0;1.05;1.0;1.05;26.5;21.2;31.8;主力池;0;PASS;未知;中场/前腰 (左);中场/前腰 (右左)
28097985;现役;Tammy Abraham;英格兰;Aston Villa;英超;英超;manual;27;194;不错;精准;右脚;中锋;;;中锋;1.0;0.95;0.9;65.5;;;£3600万 - £4400万;36.0;44.0;40.0;63.8;64.5;67.5;44.0;67.2;71.0;59.5;73.5;14;8;14;13;6;7;10;15;9;14;13;13;8;5;15;13;14;13;16;14;13;13;13;13;12;15;15;13;16;8;16;12;13;12;14;14;33.2;1.08;1.0;1.041;37.3;29.8;44.8;主力池;0;PASS;未知;;前锋 (中)
61042900;现役;Ryan Christie;苏格兰;Bournemouth;英超;英超;manual;29;178;精准;还行;左脚;前腰;后腰、右边锋;中前卫;前腰;1.0;0.95;0.9;66.4;63.1;59.8;£3500万 - £5600万;35.0;56.0;45.5;59.8;69.8;69.5;56.0;68.0;65.2;64.0;68.8;15;13;11;14;7;1;12;5;12;14;10;13;12;11;12;17;13;15;9;13;15;13;15;13;12;15;18;14;15;11;12;13;13;10;11;15;36.8;1.04;1.0;1.045;40.0;32.0;48.0;强援池;0;PASS;未知;后腰, 前腰 (右中);后腰, 中场 (中), 前腰 (右中)
37025551;现役;Nathan Aké;荷兰;Manchester City;英超;英超;manual;29;180;精准;还行;左脚;中后卫;左后卫、后腰;;中后卫;1.0;0.95;0.9;71.5;67.9;;£3500万 - £4500万;35.0;45.0;40.0;44.2;67.8;63.8;76.0;71.8;71.0;69.2;74.2;14;15;3;14;16;10;10;15;6;14;8;13;10;2;15;15;14;14;12;13;13;15;14;6;13;5;16;13;14;15;15;14;15;15;16;12;62.5;1.0;1.0;0.975;60.9;48.7;73.1;强援池;0;PASS;未知;后卫 (左), 后腰;后卫 (左中), 后腰
83169817;现役;Florentino Luís;葡萄牙;Burnley;英超;英超;manual;25;184;还行;精准;右脚;后腰;;中前卫;后腰;1.0;0.95;0.9;66.6;;59.9;£3500万 - £4300万;35.0;43.0;39.0;45.0;58.0;51.5;78.8;64.2;68.2;69.8;71.5;11;17;10;12;14;8;8;10;5;12;8;8;5;4;12;16;12;16;12;13;13;13;18;8;9;6;16;12;17;16;14;13;15;11;13;14;37.6;1.03;1.0;1.021;39.6;31.7;47.5;主力池;0;PASS;未知;;后腰, 中场 (中)
19377081;现役;Igor Jesus;巴西;Nottingham Forest;英超;英超;manual;23;182;还行;精准;右脚;中锋;;;中锋;1.0;0.95;0.9;66.6;;;£3500万 - £4300万;35.0;43.0;39.0;70.5;62.3;65.8;42.2;66.8;69.5;61.0;68.3;14;7;13;12;6;7;12;14;8;13;15;13;11;6;14;13;13;13;14;15;13;14;14;11;12;15;15;12;14;7;13;13;13;14;15;11;37.6;1.08;1.0;1.021;41.5;33.2;49.8;强援池;0;PASS;未知;;前锋 (中)
2000019509;现役;Léo Scienza;巴西;Southampton;英冠;英冠;majority_high;26;173;还行;精准;右脚;左边锋;前腰、左边前卫、右边锋;;左边锋;1.0;0.95;0.9;65.8;62.5;;£3500万 - £4300万;35.0;43.0;39.0;62.8;68.0;78.8;31.2;74.0;49.8;57.2;48.5;16;6;14;13;4;15;14;6;17;15;11;16;12;15;8;12;15;12;6;13;16;15;13;17;3;13;10;13;11;4;12;13;9;13;9;10;34.3;1.05;1.0;1.033;37.2;29.8;44.6;主力池;0;PASS;未知;中场 (左), 前腰 (右中);中场 (左), 前腰 (右左中)
2000330773;现役;Yang Min-Hyeok;韩国;Coventry;英冠;英冠;majority_high;18;173;不错;精准;右脚;左边锋;;右边锋;左边锋;1.0;0.95;0.9;61.6;;55.4;£3500万 - £4300万;35.0;43.0;39.0;58.3;62.0;73.2;42.8;63.8;56.5;54.0;49.5;15;8;11;13;6;5;10;7;7;14;12;14;12;7;7;13;12;18;7;14;15;13;12;17;8;14;13;10;10;8;6;11;13;9;11;11;20.2;1.05;1.0;1.05;22.2;17.8;26.6;轮换池;0;PASS;未知;;前腰 (右左)
28115792;现役;Neco Williams;威尔士;Nottingham Forest;英超;英超;manual;23;183;还行;精准;右脚;左翼卫;;左后卫、右后卫、右翼卫;左翼卫;1.0;0.95;0.9;63.5;;57.1;£3400万 - £5500万;34.0;55.0;44.5;57.2;63.5;66.5;60.0;69.5;63.5;56.2;66.2;13;13;14;13;11;10;12;11;13;14;11;14;14;8;11;14;14;15;11;13;13;14;10;11;9;12;15;12;14;13;14;11;11;11;13;14;26.0;1.0;1.0;1.05;27.3;21.8;32.8;主力池;0;PASS;未知;;后卫/翼卫 (右左)
29123128;现役;Dominic Calvert-Lewin;英格兰;Leeds;英超;英超;manual;27;187;欠佳;精准;右脚;中锋;;;中锋;1.0;0.95;0.9;64.0;;;£3400万 - £5400万;34.0;54.0;44.0;59.8;58.8;65.0;37.5;76.2;70.5;56.8;68.0;13;5;13;11;6;2;9;18;7;16;12;11;11;9;15;14;16;12;16;13;14;15;12;12;5;14;16;10;15;6;14;13;14;13;14;13;27.6;1.08;1.0;1.05;31.4;25.1;37.7;主力池;0;PASS;未知;;前锋 (中)
2000087400;现役;Dário Essugo;葡萄牙;Chelsea;英超;英超;manual;19;178;不错;精准;右脚;后腰;中前卫;;后腰;1.0;0.95;0.9;63.9;60.7;;£3400万 - £5400万;34.0;54.0;44.0;51.0;60.7;62.5;65.2;66.5;68.8;58.0;71.0;13;14;10;13;12;8;11;8;8;12;8;12;9;6;13;15;13;16;9;15;14;13;13;11;8;12;16;12;15;13;15;10;12;10;15;15;27.3;1.03;1.0;1.05;29.5;23.6;35.4;主力池;0;PASS;未知;中场 (中);后腰, 中场 (中)
91138280;现役;Leroy Sané;德国;Galatasaray;土超;土超;manual;29;183;精准;还行;左脚;左边锋、右边锋;前腰、左边前卫、右边前卫;;左边锋;1.0;0.95;0.9;70.7;67.2;;£3400万 - £5300万;34.0;53.0;43.5;68.2;73.5;78.5;41.2;80.2;57.8;64.0;54.8;16;8;13;15;5;7;16;8;16;14;12;17;12;14;11;12;17;12;12;12;16;16;15;16;10;14;10;15;12;8;12;13;10;13;10;13;57.9;1.05;1.0;0.988;60.0;48.0;72.0;强援池;0;PASS;未知;中场 (右左), 前腰 (中);中场 (右左), 前腰 (右左中)
62182055;现役;Dušan Vlahović;塞尔维亚;Juventus;意甲;意甲;manual;24;191;精准;还行;左脚;中锋;;;中锋;1.0;0.95;0.9;70.8;;;£3400万 - £4400万;34.0;44.0;39.0;77.2;61.8;66.5;44.0;72.2;75.0;64.8;69.8;15;9;17;12;5;8;14;16;16;11;16;13;10;8;16;16;15;12;15;15;12;14;17;15;10;15;14;12;10;5;17;13;14;15;15;15;58.4;1.08;1.0;0.978;61.7;49.4;74.0;强援池;0;PASS;未知;;前锋 (中)
98034601;现役;Denis Zakaria;瑞士;Monaco;法甲;法甲;manual;28;191;欠佳;精准;右脚;后腰;;中前卫;后腰;1.0;0.95;0.9;70.7;;63.6;£3400万 - £4200万;34.0;42.0;38.0;58.5;65.5;68.5;72.3;69.5;78.5;66.8;76.2;14;16;8;14;13;12;11;12;6;14;10;14;8;5;16;16;13;15;15;16;12;15;15;12;15;14;16;12;15;14;15;13;13;13;16;17;57.9;1.03;1.0;0.977;58.2;46.6;69.8;强援池;0;PASS;未知;;后腰, 中场 (中)
18110473;现役;Maxim De Cuyper;比利时;Brighton;英超;英超;manual;24;182;精准;还行;左脚;左边前卫;;左后卫、左翼卫;左边前卫;1.0;0.95;0.9;64.6;;58.1;£3400万 - £4200万;34.0;42.0;38.0;60.0;69.0;63.3;61.0;69.5;60.0;62.5;67.0;14;14;13;14;11;10;12;11;8;13;11;11;14;13;10;13;14;13;12;11;14;14;11;13;11;13;13;14;16;11;13;13;12;14;15;12;29.8;1.01;1.0;1.049;31.6;25.3;37.9;主力池;0;PASS;未知;中场 (左);后卫/翼卫/中场 (左)
67229630;现役;Youssef En-Nesyri;摩洛哥;Al-Ittihad;沙特联;沙特联;manual;27;188;精准;还行;左脚;中锋;;;中锋;1.0;0.95;0.9;65.4;;;£3300万 - £5300万;33.0;53.0;43.0;71.2;57.8;55.2;44.5;67.2;68.3;63.5;69.8;12;5;12;12;9;11;10;17;10;9;15;12;10;8;14;14;15;12;16;11;11;12;16;10;11;17;14;11;13;7;16;14;14;14;15;9;32.8;1.08;1.0;1.05;37.2;29.8;44.6;主力池;0;PASS;未知;;前锋 (中)
2000031536;现役;Soungoutou Magassa;法国;West Ham;英超;英超;manual;21;188;还行;精准;右脚;中后卫;;后腰;中后卫;1.0;0.95;0.9;64.3;;57.9;£3300万 - £5300万;33.0;53.0;43.0;49.8;60.7;55.5;67.0;62.0;67.8;61.2;63.2;11;14;8;13;14;6;11;14;7;12;7;10;11;10;14;15;12;12;14;13;13;12;13;10;10;12;13;12;14;13;13;12;12;12;12;14;28.7;1.0;1.0;1.05;30.1;24.1;36.1;主力池;0;PASS;未知;;后卫 (中), 后腰
48037822;现役;Ibrahima Konaté;法国;Liverpool;英超;英超;manual;25;194;还行;精准;右脚;中后卫;;;中后卫;1.0;0.95;0.9;71.7;;;£3300万 - £5200万;33.0;52.0;42.5;36.3;61.5;65.5;76.0;72.2;77.5;64.5;71.8;14;16;6;14;16;12;4;16;6;14;5;13;5;3;18;14;15;14;16;14;14;14;14;8;12;8;15;9;15;15;14;14;12;14;16;16;63.7;1.0;1.0;0.978;62.3;49.8;74.8;强援池;0;PASS;未知;;后卫 (中)
2000036812;现役;Callum Doyle;英格兰;Wrexham;英冠;英冠;majority_high;21;190;精准;欠佳;左脚;中后卫;;左后卫;中后卫;1.0;0.95;0.9;66.2;;59.6;£3300万 - £5200万;33.0;52.0;42.5;51.5;71.3;61.5;68.8;50.2;66.8;68.5;65.0;14;15;9;15;13;9;12;14;9;12;7;13;13;9;15;14;9;12;14;10;11;10;15;9;11;10;13;15;14;13;13;13;12;15;14;13;36.0;1.0;1.0;1.038;37.3;29.8;44.8;主力池;0;PASS;未知;;后卫 (左中)
29080394;现役;Adam Webster;英格兰;Brighton;英超;英超;manual;30;190;强势;精准;左脚;中后卫;;;中后卫;1.0;0.95;0.9;66.9;;;£3300万 - £5200万;33.0;52.0;42.5;40.8;63.8;59.8;72.0;62.7;65.8;66.0;68.8;13;16;7;13;14;6;7;14;5;13;6;13;6;5;13;14;14;13;15;10;10;11;13;7;15;8;14;13;13;14;14;14;13;14;14;12;38.9;1.0;1.0;1.028;40.0;32.0;48.0;强援池;0;PASS;未知;;后卫 (中)
83111483;现役;Rafael Leão;葡萄牙;AC Milan;意甲;意甲;manual;25;188;不错;精准;右脚;左边锋;;中锋;左边锋;1.0;0.95;0.9;70.3;;63.3;£3300万 - £4300万;33.0;43.0;38.0;67.2;66.0;83.8;27.5;85.2;68.5;51.2;47.8;16;4;13;13;4;6;13;13;9;17;14;17;13;8;13;13;17;16;16;15;18;18;13;17;10;14;8;12;12;4;11;9;8;12;8;8;55.6;1.05;1.0;0.98;57.2;45.8;68.6;强援池;0;PASS;未知;;前腰 (左), 前锋 (中)
13160655;现役;Reinildo;莫桑比克;Sunderland;英超;英超;manual;30;180;精准;欠佳;左脚;中后卫;左翼卫;左后卫;中后卫;1.0;0.95;0.9;70.3;66.8;63.3;£3300万 - £4300万;33.0;43.0;38.0;50.0;59.2;58.8;77.5;71.0;66.5;67.8;78.8;12;15;6;12;15;9;8;13;8;12;8;12;12;8;12;16;14;14;11;11;14;14;14;8;6;13;17;11;17;17;17;13;16;13;17;16;55.6;1.0;1.0;0.98;54.5;43.6;65.4;强援池;0;PASS;未知;翼卫 (左);后卫 (左中), 翼卫 (左)
28100123;现役;Aaron Wan-Bissaka;刚果民主共和国;West Ham;英超;英超;manual;27;182;欠佳;精准;右脚;右后卫;;;右后卫;1.0;0.95;0.9;64.8;;;£3300万 - £4300万;33.0;43.0;38.0;42.5;49.8;64.0;72.8;78.2;69.8;56.2;63.0;11;19;5;11;12;8;5;8;4;12;7;13;11;5;13;15;15;15;10;15;18;16;12;12;6;12;13;6;16;13;10;12;12;12;17;15;30.5;0.98;1.0;1.046;31.3;25.0;37.6;主力池;0;PASS;未知;;后卫 (右)
85111795;现役;Serhou Guirassy;几内亚;Borussia Dortmund;德甲;德甲;manual;28;187;不错;精准;右脚;中锋;;;中锋;1.0;0.95;0.9;71.8;;;£3300万 - £4300万;33.0;43.0;38.0;78.2;69.8;70.3;48.0;65.0;73.5;69.8;71.8;15;8;12;14;7;6;13;16;13;15;17;13;8;6;16;13;13;12;16;16;13;13;17;13;14;16;12;14;15;8;16;14;14;16;15;13;64.3;1.08;1.0;0.969;67.3;53.8;80.8;强援池;0;PASS;未知;;前锋 (中)
48044499;现役;Jean-Clair Todibo;法国;West Ham;英超;英超;manual;25;190;还行;精准;右脚;中后卫;;;中后卫;1.0;0.95;0.9;69.7;;;£3300万 - £4300万;33.0;43.0;38.0;44.8;62.5;62.0;73.2;71.2;74.0;65.8;67.8;13;15;5;14;15;7;8;14;4;13;8;12;5;3;16;14;15;17;14;13;12;14;15;11;11;7;12;12;14;14;15;11;14;14;14;14;52.4;1.0;1.0;0.985;51.6;41.3;61.9;强援池;0;PASS;未知;;后卫 (中)
53110135;现役;Kristoffer Ajer;挪威;Brentford;英超;英超;manual;26;196;欠佳;精准;右脚;中后卫;右后卫;;中后卫;1.0;0.95;0.9;68.7;65.3;;£3300万 - £4300万;33.0;43.0;38.0;53.2;64.0;60.7;69.2;64.5;72.0;64.8;77.8;14;14;11;13;14;12;8;15;7;13;10;12;8;6;14;14;13;15;16;13;11;13;14;7;15;11;15;13;14;13;18;12;14;14;15;16;47.3;1.0;1.0;0.994;47.0;37.6;56.4;强援池;0;PASS;未知;后卫 (右);后卫 (右中)
2000301027;现役;Ayden Heaven;英格兰;Manchester United;英超;英超;manual;18;189;精准;不错;左脚;中后卫;;;中后卫;1.0;0.95;0.9;65.2;;;£3300万 - £4300万;33.0;43.0;38.0;35.5;58.8;58.0;67.2;73.5;69.8;61.5;62.2;13;14;9;13;14;10;3;13;5;14;5;10;6;5;13;14;15;15;14;15;13;15;14;5;7;7;13;9;14;13;14;13;11;15;13;10;32.0;1.0;1.0;1.039;33.3;26.6;40.0;主力池;0;PASS;未知;;后卫 (中)
2000192797;现役;Leo Sauer;斯洛伐克;Feyenoord;荷甲;荷甲;manual;19;184;欠佳;精准;右脚;左边锋;前腰、左边前卫、右边前卫;右边锋;左边锋;1.0;0.95;0.9;61.7;58.6;55.5;£3300万 - £4100万;33.0;41.0;37.0;56.0;60.0;71.0;34.0;73.0;59.8;52.2;42.5;14;5;13;12;6;11;10;10;10;14;11;15;12;11;10;12;15;14;13;12;14;15;11;14;7;12;11;10;12;5;2;12;11;12;12;8;20.4;1.05;1.0;1.05;22.5;18.0;27.0;轮换池;0;PASS;未知;中场 (右左), 前腰 (中);中场 (右左), 前腰 (右左中)
2000261214;现役;Trey Nyoni;英格兰;Liverpool;英超;英超;manual;17;180;还行;精准;右脚;前腰;后腰;中前卫;前腰;1.0;0.95;0.9;62.7;59.6;56.4;£3200万 - £5200万;32.0;52.0;42.0;51.8;69.8;69.0;42.2;66.0;48.0;62.5;56.0;15;8;7;15;6;3;9;6;8;15;8;12;8;8;8;12;13;10;7;13;16;13;13;12;5;13;13;13;13;8;13;13;13;15;7;11;23.4;1.04;1.0;1.05;25.5;20.4;30.6;主力池;0;PASS;未知;后腰;后腰, 中场/前腰 (中)
91204520;现役;Merlin Röhl;德国;Everton;英超;英超;manual;22;192;不错;精准;右脚;前腰;;后腰、中前卫;前腰;1.0;0.95;0.9;63.4;;57.1;£3200万 - £5200万;32.0;52.0;42.0;50.0;64.0;72.8;55.5;71.0;61.8;57.5;68.8;15;12;10;13;10;7;10;12;6;14;8;15;10;6;11;15;15;10;14;12;14;13;12;15;11;12;15;12;15;10;15;11;12;11;12;13;25.6;1.04;1.0;1.05;28.0;22.4;33.6;主力池;0;PASS;未知;;后腰, 中场/前腰 (中)
28095352;现役;David Brooks;威尔士;Bournemouth;英超;英超;manual;27;173;精准;还行;左脚;前腰;;右边前卫、右边锋;前腰;1.0;0.95;0.9;68.4;;61.6;£3200万 - £5100万;32.0;51.0;41.5;62.3;76.0;76.2;45.2;71.7;45.2;67.2;55.8;16;10;8;15;7;4;8;8;10;14;13;15;13;9;7;11;15;9;6;15;16;14;14;16;5;15;15;16;13;8;14;15;10;15;6;6;45.8;1.04;1.0;1.006;47.9;38.3;57.5;强援池;0;PASS;未知;前腰 (中);中场 (右), 前腰 (右中)
29175064;现役;Ethan Ampadu;威尔士;Leeds;英超;英超;manual;24;182;不错;精准;右脚;中后卫;中前卫;后腰;中后卫;1.0;0.95;0.9;68.0;64.6;61.2;£3200万 - £5100万;32.0;51.0;41.5;41.2;62.0;54.8;72.5;64.0;68.0;68.5;73.5;12;15;7;13;14;16;5;12;6;12;6;10;9;6;13;13;13;13;13;15;11;13;15;7;15;9;14;12;15;14;15;14;14;15;16;12;43.9;1.0;1.0;1.011;44.4;35.5;53.3;强援池;0;PASS;未知;中场 (中);后卫 (中), 后腰, 中场 (中)
28106878;现役;Marcus Edwards;英格兰;Burnley;英超;英超;manual;26;168;精准;还行;左脚;左边锋;前腰;右边锋;左边锋;1.0;0.95;0.9;67.8;64.4;61.0;£3200万 - £5100万;32.0;51.0;41.5;67.5;72.8;84.0;37.5;71.8;50.5;58.8;36.5;17;6;14;15;6;5;12;11;13;15;14;18;13;13;6;12;14;14;7;15;16;15;13;18;5;15;7;14;8;7;6;11;11;12;8;8;43.0;1.05;1.0;1.013;45.7;36.6;54.8;强援池;0;PASS;未知;前腰 (中);前腰 (右左中)
93065006;现役;Gabriel Gudmundsson;瑞典;Leeds;英超;英超;manual;25;181;精准;欠佳;左脚;左边锋;;左后卫、左翼卫、左边前卫;左边锋;1.0;0.95;0.9;64.3;;57.9;£3200万 - £5100万;32.0;51.0;41.5;55.5;59.3;72.5;54.0;76.2;61.2;54.8;58.2;15;12;6;13;8;5;12;9;7;13;10;15;13;9;11;14;15;11;10;17;15;16;13;13;8;13;14;8;14;12;12;11;10;10;10;9;28.7;1.05;1.0;1.05;31.6;25.3;37.9;主力池;0;PASS;未知;;后卫/翼卫/中场/前腰 (左)
91206164;现役;Malick Thiaw;德国;Newcastle;英超;英超;manual;23;194;不错;精准;右脚;中后卫;;;中后卫;1.0;0.95;0.9;68.8;;;£3200万 - £5100万;32.0;51.0;41.5;43.5;61.2;55.7;72.2;65.5;73.8;66.8;69.2;13;15;9;12;15;14;7;15;4;13;7;9;8;5;16;14;14;15;16;14;12;12;14;7;12;8;13;12;14;14;16;14;14;14;12;15;47.8;1.0;1.0;1.002;47.9;38.3;57.5;强援池;0;PASS;未知;;后卫 (中)
13136664;现役;Franck Kessié;科特迪瓦;Al-Ahli;沙特联;沙特联;manual;28;183;还行;精准;右脚;后腰;;中前卫;后腰;1.0;0.95;0.9;69.3;;62.4;£3200万 - £5100万;32.0;51.0;41.5;67.2;64.5;59.5;70.8;62.0;74.2;68.0;82.8;13;15;18;14;13;8;12;13;6;12;13;12;7;5;15;16;12;17;12;13;12;12;14;8;14;14;17;12;19;14;17;15;14;14;16;17;50.3;1.03;1.0;0.997;51.6;41.3;61.9;强援池;0;PASS;未知;;后腰, 中场 (中)
37071180;现役;Quilindschy Hartman;荷兰;Burnley;英超;英超;manual;23;183;精准;还行;左脚;左后卫;;左翼卫;左后卫;1.0;0.95;0.9;63.9;;57.5;£3200万 - £5100万;32.0;51.0;41.5;50.8;60.0;58.8;64.5;74.5;59.8;59.8;76.5;12;14;8;12;12;12;11;8;13;12;7;11;14;13;9;15;15;12;11;11;14;15;12;11;12;13;17;12;16;13;16;11;11;13;16;16;27.3;0.98;1.0;1.05;28.1;22.5;33.7;主力池;0;PASS;未知;;后卫/翼卫 (左)
