Unique ID;球员类型;名字;国家或地区;俱乐部;联赛;联赛键;联赛可信度;年龄;身高(cm);左脚;右脚;主力脚;最佳位置;第二位置;其他可用位置;定价位置;最佳位置倍率;第二位置倍率;其他位置倍率;最佳位置能力;第二位置能力;其他位置能力;FM身价原文;FM身价下限(百万英镑);FM身价上限(百万英镑);FM身价中位(百万英镑);评分_扑救;评分_一对一;评分_制空;评分_指挥;评分_出击;评分_出球;评分_身体;评分_精神;FM_罚点球;FM_传球;FM_制空范围;FM_拦截传中;FM_指挥防守;FM_意外性;FM_手控球;FM_停球;FM_大脚开球;FM_一对一;FM_击球;FM_反应;FM_强壮;FM_出击(倾向);FM_速度;FM_体质;FM_弹跳;FM_平衡;FM_灵活;FM_爆发力;FM_预判;FM_领导力;FM_手抛球;FM_工作投入;FM_视野;FM_团队合作;FM_选位;FM_意志力;FM_决断;FM_集中;FM_镇定;FM_勇敢;FM_侵略性;模型价格(百万欧元);位置稀缺系数;巨星系数;FM身价修正;基础价格(百万欧元);本局价格下限(百万欧元);本局价格上限(百万欧元);价格池;缺失FM属性数;校验状态;原最佳位置;原第二位置;原全部位置
55057659;现役;Ederson;巴西;Fenerbahçe;土超;土超;manual;31;188;精准;不错;左脚;门将;;;门将;1.0;0.95;0.9;72.2;;;非卖品;;;;76.0;74.8;63.0;67.0;65.8;83.5;61.8;78.0;12;16;13;13;14;15;15;14;20;14;6;15;14;16;10;15;13;11;12;8;17;10;17;12;15;14;16;16;15;13;17;17;12;66.8;0.92;1.0;1.0;61.4;49.1;73.7;强援池;0;PASS;未知;;门将
55038655;现役;José Sá;葡萄牙;Wolves;英超;英超;majority_high;32;192;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;65.0;;;非卖品;;;;67.5;71.8;67.0;61.7;59.5;54.0;61.2;66.8;4;9;14;15;12;13;14;9;11;15;12;14;12;13;9;13;13;12;14;9;15;11;13;10;10;15;12;15;13;12;12;16;13;31.2;0.92;1.0;1.0;28.8;23.0;34.6;主力池;0;PASS;未知;;门将
53004955;现役;Ørjan Nyland;挪威;Sevilla;西甲;西甲;manual;34;192;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;65.2;;;非卖品;;;;69.5;64.8;68.0;65.0;56.0;62.0;61.5;65.2;5;13;14;14;13;8;14;10;14;13;12;14;14;11;11;14;14;11;11;9;13;12;13;12;9;13;14;15;13;14;10;13;11;32.0;0.92;1.0;1.0;29.4;23.5;35.3;主力池;0;PASS;未知;;门将
19058734;现役;Alisson;巴西;Liverpool;英超;英超;manual;32;191;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;77.6;;;非卖品;;;;84.5;84.2;68.3;71.0;74.8;71.3;75.0;81.8;5;14;14;14;14;11;17;14;15;18;13;17;14;16;12;16;14;16;17;13;17;13;14;17;12;12;17;19;16;16;16;14;12;106.3;0.92;1.0;1.0;97.8;78.2;117.4;球星池;0;PASS;门将;;门将
37002936;现役;Jasper Cillessen;荷兰;N.E.C.;荷甲;荷甲;majority_high;35;187;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;63.0;;;非卖品;;;;68.0;62.2;63.5;67.8;55.2;52.5;59.3;66.8;2;9;14;14;14;11;15;6;12;13;10;13;9;10;10;12;15;14;12;10;14;14;13;14;9;13;13;16;13;13;13;12;12;24.3;0.92;1.0;1.0;22.4;17.9;26.9;轮换池;0;PASS;未知;;门将
18018791;现役;Matz Sels;比利时;Nottingham Forest;英超;英超;manual;32;191;还行;精准;右脚;门将;;;门将;1.0;0.95;0.9;66.2;;;非卖品;;;;71.2;74.5;63.8;59.5;60.0;58.8;63.8;66.5;2;11;12;13;12;13;12;11;14;16;14;17;14;11;13;8;15;15;12;12;13;10;12;10;8;12;13;15;12;14;13;14;7;36.0;0.92;1.0;1.0;33.1;26.5;39.7;主力池;0;PASS;未知;;门将
37005659;现役;Marco Bizot;荷兰;Aston Villa;英超;英超;manual;33;193;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;66.8;;;非卖品;;;;70.8;70.5;68.0;64.2;58.8;61.5;66.8;65.2;4;12;14;13;13;5;13;11;13;14;18;16;14;12;11;13;15;14;13;11;12;13;14;14;10;12;14;14;12;13;13;15;12;38.5;0.92;1.0;1.0;35.4;28.3;42.5;主力池;0;PASS;未知;;门将
15016604;现役;Mathew Ryan;澳大利亚;Levante;西甲;西甲;majority_medium;32;184;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;65.1;;;非卖品;;;;70.0;67.5;54.7;71.5;60.5;64.0;58.2;68.0;6;12;11;12;14;8;14;11;15;13;13;14;12;14;10;13;12;10;13;9;13;16;12;14;13;14;15;16;13;13;13;14;13;31.6;0.92;1.0;1.0;29.1;23.3;34.9;主力池;0;PASS;未知;;门将
47022611;现役;Stole Dimitrievski;北马其顿;Valencia;西甲;西甲;manual;31;188;还行;精准;右脚;门将;;;门将;1.0;0.95;0.9;67.5;;;非卖品;;;;73.5;72.0;68.2;63.3;66.0;53.5;60.8;68.0;2;10;15;15;14;18;14;9;9;13;14;16;13;16;11;10;14;12;12;12;14;12;14;12;11;9;14;15;12;14;12;16;5;41.6;0.92;1.0;1.0;38.3;30.6;46.0;主力池;0;PASS;未知;;门将
14035968;现役;Walter Benítez;阿根廷;Crystal Palace;英超;英超;manual;32;191;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;66.8;;;非卖品;;;;74.0;67.8;68.3;69.5;51.5;55.8;67.5;68.8;3;11;13;15;14;6;15;6;13;14;9;15;14;10;8;16;15;15;13;8;14;14;13;13;10;14;15;15;12;14;13;15;5;38.5;0.92;1.0;1.0;35.4;28.3;42.5;主力池;0;PASS;未知;;门将
14020367;现役;Emiliano Martínez;阿根廷;Aston Villa;英超;英超;manual;32;193;还行;精准;右脚;门将;;;门将;1.0;0.95;0.9;71.3;;;非卖品;;;;76.2;85.5;68.0;64.8;68.0;58.8;65.8;68.0;2;12;16;13;13;12;14;11;14;18;7;19;12;15;12;13;13;13;16;11;15;13;11;13;7;14;12;16;13;12;13;16;7;61.3;0.92;1.0;1.0;56.4;45.1;67.7;强援池;0;PASS;未知;;门将
12020128;现役;Mohamed El Shenawy;埃及;Al-Ahly;埃超联赛;埃超联赛;majority_high;36;191;笨拙;精准;右脚;门将;;;门将;1.0;0.95;0.9;64.3;;;非卖品;;;;70.5;67.5;65.5;66.5;55.5;50.7;65.2;62.0;2;9;14;12;14;12;14;9;12;13;12;16;12;12;10;17;16;12;12;10;10;17;13;7;2;8;14;16;12;12;12;13;10;28.7;0.92;1.0;1.0;26.4;21.1;31.7;主力池;0;PASS;未知;;门将
8835677;现役;David Ospina;哥伦比;Atlético Nacional;哥伦比亚甲;哥伦比亚甲;manual;36;183;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;62.3;;;非卖品;;;;67.2;63.0;56.5;68.2;55.0;57.0;57.7;66.3;3;11;11;14;13;8;14;10;12;13;11;13;12;11;9;12;12;12;12;9;14;17;13;10;8;12;14;16;13;12;13;12;10;22.2;0.92;1.0;1.0;20.4;16.3;24.5;轮换池;0;PASS;未知;;门将
45034094;现役;Daniel Schmidt;日本;Nagoya;J1;J1;majority_high;32;197;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;66.1;;;非卖品;;;;68.5;66.3;75.5;69.8;48.8;57.5;57.5;71.8;1;12;16;14;14;8;13;8;12;14;10;13;13;10;9;17;17;7;10;3;14;12;12;10;11;15;15;15;14;15;13;15;8;35.6;0.92;1.0;1.0;32.7;26.2;39.2;主力池;0;PASS;门将;;门将
8428653;现役;Hugo Lloris;法国;LAFC;美职联;美职联;majority_high;38;188;精准;欠佳;左脚;门将;;;门将;1.0;0.95;0.9;65.0;;;非卖品;;;;71.8;70.2;56.5;69.0;63.0;49.8;65.2;66.3;2;8;11;11;13;10;15;8;11;14;13;14;13;13;10;15;13;11;15;11;16;15;11;14;9;15;14;15;13;13;7;17;15;31.2;0.92;1.0;1.0;28.8;23.0;34.6;主力池;0;PASS;未知;;门将
8053234;现役;Igor Akinfeev;俄罗斯;CSKA Moscow;俄超;俄超;manual;38;186;不错;精准;右脚;门将;;;门将;1.0;0.95;0.9;63.1;;;非卖品;;;;72.2;62.0;43.5;75.2;51.2;62.8;54.5;76.0;18;11;7;9;18;3;13;10;15;13;17;14;11;8;8;13;9;12;12;8;16;17;13;9;10;5;16;18;15;15;16;10;11;24.7;0.92;1.0;1.0;22.7;18.2;27.2;轮换池;0;PASS;未知;;门将
18018640;现役;Thomas Kaminski;比利时;Charlton;英冠;英冠;majority_high;32;192;还行;精准;右脚;门将;;;门将;1.0;0.95;0.9;61.4;;;非卖品;;;;68.0;70.5;57.3;53.8;58.8;51.2;63.2;57.2;5;9;13;8;12;14;13;11;10;14;10;17;11;13;11;13;15;12;14;11;11;8;12;12;9;11;10;11;10;13;12;13;9;19.6;0.92;1.0;1.0;18.0;14.4;21.6;轮换池;0;PASS;未知;;门将
5666492;现役;Guillermo Ochoa;墨西哥;AEL;塞浦路斯甲;塞浦路斯甲;manual;39;183;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;62.4;;;非卖品;;;;73.2;64.0;54.2;67.8;45.0;52.0;65.0;66.2;8;11;11;10;13;7;14;8;10;15;13;15;12;5;10;17;15;12;13;9;12;15;11;11;12;12;16;15;11;15;13;12;7;22.5;0.92;1.0;1.0;20.7;16.6;24.8;轮换池;0;PASS;未知;;门将
67061770;现役;Munir Mohand;摩洛哥;RS Berkane;摩洛哥足球国家联赛1组;摩洛哥足球国家联赛1组;majority_medium;35;190;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;63.7;;;非卖品;;;;68.8;67.0;63.8;62.0;59.5;54.3;62.7;61.5;5;10;14;12;12;8;15;6;13;14;13;14;14;12;12;14;13;12;11;11;12;13;13;11;8;12;14;13;13;11;12;12;7;26.6;0.92;1.0;1.0;24.5;19.6;29.4;轮换池;0;PASS;未知;;门将
29083750;现役;Nick Pope;英格兰;Newcastle;英超;英超;manual;32;198;还行;精准;右脚;门将;;;门将;1.0;0.95;0.9;69.4;;;非卖品;;;;75.2;77.8;81.0;66.5;61.0;45.5;63.7;62.5;3;8;18;15;15;2;15;6;10;17;12;16;13;15;9;10;18;12;14;9;15;10;12;15;6;15;15;14;11;12;9;14;8;50.8;0.92;1.0;1.0;46.8;37.4;56.2;强援池;0;PASS;未知;;门将
5200647;现役;Craig Gordon;苏格兰;Hearts;苏超;苏超;majority_medium;42;193;精准;欠佳;左脚;门将;;;门将;1.0;0.95;0.9;64.3;;;非卖品;;;;72.2;62.5;70.7;74.8;44.5;43.2;57.5;71.5;3;8;17;13;14;5;13;5;8;13;8;14;10;10;5;20;15;10;10;5;15;17;12;14;8;15;15;19;11;18;11;12;11;28.7;0.92;1.0;1.0;26.4;21.1;31.7;主力池;0;PASS;未知;;门将
23260427;现役;Alireza Beiranvand;伊朗;Tractor;伊朗超;伊朗超;manual;32;195;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;63.8;;;非卖品;;;;62.5;67.3;66.0;67.5;60.2;63.8;64.5;58.5;2;12;14;10;14;18;13;11;12;14;15;13;15;14;11;14;16;9;13;9;12;15;19;14;7;14;12;10;12;11;12;13;15;27.0;0.92;1.0;1.0;24.8;19.8;29.8;轮换池;0;PASS;未知;;门将
29075816;现役;Max Crocombe;新西兰;Millwall;英冠;英冠;majority_high;31;194;还行;精准;右脚;门将;;;门将;1.0;0.95;0.9;61.3;;;非卖品;;;;66.5;62.8;65.8;54.8;62.0;47.2;64.0;57.5;3;8;14;11;11;10;14;8;13;11;6;14;13;15;11;14;16;11;12;11;12;7;8;12;7;14;12;12;11;13;8;13;6;19.3;0.92;1.0;1.0;17.8;14.2;21.4;基础池;0;PASS;未知;;门将
29058892;现役;Danny Ward;威尔士;Wrexham;英冠;英冠;majority_high;31;191;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;60.0;;;非卖品;;;;60.5;61.2;59.0;59.2;61.0;53.8;60.5;64.5;2;9;13;11;13;6;12;10;11;12;9;12;12;13;11;13;12;12;12;12;13;9;12;11;11;12;11;14;12;14;13;13;12;16.0;0.92;1.0;1.0;14.7;11.8;17.6;基础池;0;PASS;未知;;门将
68007215;现役;Robin Olsen;瑞典;Malmö FF;瑞典超;瑞典超;manual;35;198;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;63.7;;;非卖品;;;;65.8;63.5;77.0;65.0;53.8;48.8;64.0;61.8;3;8;17;14;14;6;14;7;10;13;9;13;13;11;9;13;17;13;12;9;13;13;13;11;8;12;13;11;12;12;12;14;13;26.6;0.92;1.0;1.0;24.5;19.6;29.4;轮换池;0;PASS;未知;;门将
68015622;现役;Etrit Berisha;阿尔巴尼亚;BK Häcken;朝鲜足球甲级联赛;朝鲜足球甲级联赛;majority_medium;35;194;精准;还行;左脚;门将;;;门将;1.0;0.95;0.9;64.3;;;非卖品;;;;67.8;69.0;67.5;60.0;58.5;56.8;59.0;64.2;14;9;14;13;12;15;13;9;12;14;15;14;12;14;9;11;15;13;11;9;13;13;14;11;11;8;14;12;13;13;12;13;14;28.7;0.92;1.0;1.0;26.4;21.1;31.7;主力池;0;PASS;未知;;门将
5108155;现役;Jason Steele;英格兰;Brighton;英超;英超;manual;34;188;不错;精准;右脚;门将;;;门将;1.0;0.95;0.9;64.8;;;非卖品;;;;67.0;66.5;58.8;65.8;60.0;71.0;58.5;67.0;3;16;12;12;12;3;13;12;14;13;6;15;11;11;12;10;14;10;13;12;11;14;14;14;15;15;13;14;14;12;17;13;9;30.5;0.92;1.0;1.0;28.1;22.5;33.7;主力池;0;PASS;未知;;门将
69000199;现役;Yann Sommer;瑞士;Inter Milan;意甲;意甲;manual;36;183;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;72.3;;;非卖品;;;;79.2;82.0;58.5;74.0;69.5;66.2;66.5;71.8;6;13;11;15;15;10;15;12;15;16;8;18;11;18;11;18;13;12;15;11;12;15;13;13;12;15;16;18;13;14;15;15;13;67.4;0.92;1.0;1.0;62.0;49.6;74.4;强援池;0;PASS;未知;;门将
77004608;现役;Pedro Gallese;秘鲁;Deportivo Cali;哥伦比亚甲;哥伦比亚甲;manual;34;188;精准;欠佳;左脚;门将;;;门将;1.0;0.95;0.9;63.2;;;非卖品;;;;67.8;63.0;63.0;58.8;59.3;62.0;65.0;61.2;3;12;14;12;11;11;14;13;15;11;9;15;14;13;10;14;14;14;12;10;13;14;10;10;10;10;12;13;13;11;12;12;10;25.0;0.92;1.0;1.0;23.0;18.4;27.6;轮换池;0;PASS;未知;;门将
78001113;现役;Fernando Muslera;乌拉圭;Estudiantes (LP);阿甲;阿甲;majority_medium;38;190;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;68.8;;;非卖品;;;;75.5;68.8;59.8;80.5;56.0;60.2;56.2;81.5;7;12;12;10;14;7;17;11;12;15;4;11;12;14;4;18;15;8;9;7;17;18;12;10;9;16;18;17;17;17;15;12;10;47.8;0.92;1.0;1.0;44.0;35.2;52.8;强援池;0;PASS;未知;;门将
78018507;现役;Milan Borjan;加拿大;Al-Riyadh;沙特联;沙特联;majority_high;37;195;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;65.2;;;非卖品;;;;68.2;70.0;70.8;68.0;55.0;50.0;58.0;67.8;11;9;15;13;13;7;13;7;11;14;11;14;13;14;9;17;16;8;9;6;14;16;12;10;8;13;14;15;12;13;13;16;13;32.0;0.92;1.0;1.0;29.4;23.5;35.3;主力池;0;PASS;未知;;门将
80000436;现役;Alexander Domínguez;厄瓜多尔;Liga de Quito;厄瓜多尔甲;厄瓜多尔甲;manual;37;195;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;65.4;;;非卖品;;;;66.0;73.5;68.5;64.8;63.5;55.2;68.2;58.0;5;9;17;8;13;9;12;9;12;15;14;16;13;16;10;14;18;13;14;10;12;16;13;11;11;12;12;13;12;10;12;11;13;32.8;0.92;1.0;1.0;30.2;24.2;36.2;主力池;0;PASS;未知;;门将
81002616;现役;Andre Blake;牙买加;Philadelphia;美职联;美职联;majority_medium;34;188;还行;精准;右脚;门将;;;门将;1.0;0.95;0.9;62.3;;;非卖品;;;;64.8;67.3;66.3;61.8;56.0;49.3;66.5;60.2;5;14;16;13;12;8;11;5;10;14;8;16;12;9;12;15;14;13;14;12;11;15;8;11;10;11;12;15;12;11;12;13;11;22.2;0.92;1.0;1.0;20.4;16.3;24.5;轮换池;0;PASS;未知;;门将
29022550;现役;Jeroen Zoet;荷兰;AZ;荷甲;荷甲;majority_high;34;189;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;65.1;;;非卖品;;;;68.5;66.8;65.5;69.0;57.0;58.0;62.8;65.8;3;11;14;14;14;6;14;6;14;14;10;14;12;13;10;15;14;14;12;8;13;15;12;17;14;14;14;18;12;12;14;11;7;31.6;0.92;1.0;1.0;29.1;23.3;34.9;主力池;0;PASS;未知;;门将
85027976;现役;Alphonse Areola;法国;West Ham;英超;英超;manual;31;195;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;65.1;;;非卖品;;;;70.8;66.2;63.2;60.0;61.5;56.0;69.5;67.8;5;10;14;9;11;8;14;10;12;13;12;15;13;12;12;15;15;16;13;12;14;10;13;13;9;15;13;14;12;14;15;13;8;31.6;0.92;1.0;1.0;29.1;23.3;34.9;主力池;0;PASS;未知;;门将
28037204;现役;Sam Johnstone;英格兰;Wolves;英超;英超;majority_high;31;193;还行;精准;右脚;门将;;;门将;1.0;0.95;0.9;64.5;;;非卖品;;;;71.0;67.5;67.2;62.0;56.0;53.5;63.2;62.2;2;9;14;12;13;9;16;10;12;14;15;14;12;12;8;12;17;10;15;10;12;10;12;10;8;13;14;15;12;13;9;14;9;29.4;0.92;1.0;1.0;27.1;21.7;32.5;主力池;0;PASS;未知;;门将
28018193;现役;Péter Gulácsi;匈牙利;RB Leipzig;德甲;德甲;manual;34;191;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;71.5;;;非卖品;;;;78.5;79.0;65.0;71.2;64.5;59.2;70.0;72.8;4;11;13;12;14;8;15;9;12;16;11;17;14;15;10;16;16;14;15;8;16;15;14;13;11;13;14;13;14;16;13;15;10;62.5;0.92;1.0;1.0;57.5;46.0;69.0;强援池;0;PASS;未知;;门将
91018384;现役;Lars Unnerstall;德国;FC Twente;荷甲;荷甲;majority_high;34;198;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;68.5;;;非卖品;;;;72.2;69.0;81.5;69.5;56.2;48.8;75.8;66.0;5;8;17;15;14;6;15;6;11;15;8;14;17;12;9;18;18;16;13;9;14;14;13;14;7;14;15;10;12;14;14;13;7;46.3;0.92;1.0;1.0;42.6;34.1;51.1;强援池;0;PASS;未知;;门将
91100272;现役;Stefan Ortega;德国;Nottingham Forest;英超;英超;manual;32;185;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;65.5;;;非卖品;;;;69.8;70.2;59.0;62.7;59.5;70.5;63.8;62.3;4;15;12;13;13;10;15;13;15;14;11;16;13;13;10;14;14;13;12;11;12;13;14;13;13;12;11;14;13;12;13;12;10;33.2;0.92;1.0;1.0;30.5;24.4;36.6;主力池;0;PASS;未知;;门将
859209;现役;Remko Pasveer;荷兰;Heracles Almelo;荷甲;荷甲;majority_high;41;188;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;63.1;;;非卖品;;;;63.0;61.0;60.7;81.2;51.8;59.3;57.7;70.2;6;11;12;15;16;13;13;6;15;13;14;11;10;11;7;18;12;14;9;8;13;19;13;17;9;17;14;17;15;14;14;11;5;24.7;0.92;1.0;1.0;22.7;18.2;27.2;轮换池;0;PASS;未知;;门将
92012109;现役;Bernd Leno;德国;Fulham;英超;英超;manual;32;190;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;69.4;;;非卖品;;;;75.5;79.2;64.3;66.3;64.5;61.2;66.0;65.3;3;13;13;14;13;11;15;12;15;17;14;17;12;16;10;14;14;14;14;12;14;13;12;12;7;16;13;12;10;14;15;14;8;50.8;0.92;1.0;1.0;46.8;37.4;56.2;强援池;0;PASS;未知;;门将
783414;现役;Shusaku Nishikawa;日本;Urawa;J1;J1;majority_high;38;183;精准;强势;右脚;门将;;;门将;1.0;0.95;0.9;64.6;;;非卖品;;;;69.8;66.8;59.5;76.8;46.5;57.8;55.0;73.0;3;12;12;16;16;11;15;11;12;15;12;12;11;11;4;19;11;12;10;3;15;15;9;5;12;15;15;14;15;15;15;12;8;29.8;0.92;1.0;1.0;27.4;21.9;32.9;主力池;0;PASS;门将;;门将
66029214;现役;Jo Hyeon-Woo;韩国;Ulsan;K1;K1;majority_high;33;189;还行;精准;右脚;门将;;;门将;1.0;0.95;0.9;63.5;;;非卖品;;;;66.5;66.3;64.0;68.2;62.3;47.5;62.5;64.5;7;6;14;14;14;10;13;7;9;14;13;13;12;12;12;13;12;13;13;12;14;14;12;14;13;13;14;11;13;13;12;13;10;26.0;0.92;1.0;1.0;23.9;19.1;28.7;轮换池;0;PASS;门将;;门将
66000930;现役;Kim Seung Gyu;韩国;FC Tokyo;J1;J1;majority_high;34;189;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;64.4;;;非卖品;;;;69.5;65.0;63.8;73.5;50.2;54.0;63.2;68.0;3;10;13;14;14;7;14;9;11;14;11;14;13;10;8;20;13;10;13;6;13;18;12;7;10;14;14;18;13;14;13;11;8;29.1;0.92;1.0;1.0;26.7;21.4;32.0;主力池;0;PASS;门将;;门将
65010145;现役;Ronwen Williams;南非;Sundowns;南非足球超级联赛;南非足球超级联赛;majority_medium;32;184;精准;欠佳;左脚;门将;;;门将;1.0;0.95;0.9;63.5;;;非卖品;;;;69.0;67.0;60.8;61.0;50.8;70.8;53.3;61.3;5;16;13;15;12;8;12;9;16;14;15;16;11;8;11;10;12;8;13;8;11;14;15;8;13;8;14;12;13;13;10;13;8;26.0;0.92;1.0;1.0;23.9;19.1;28.7;轮换池;0;PASS;未知;;门将
25017111;现役;Václav Hladký;捷克;Burnley;英超;英超;manual;34;189;还行;精准;右脚;门将;;;门将;1.0;0.95;0.9;63.2;;;非卖品;;;;64.5;65.8;57.0;57.0;66.5;66.7;61.8;65.2;5;15;12;11;10;13;13;13;14;12;15;13;12;16;12;15;12;10;13;12;12;13;13;7;11;10;13;15;12;13;13;15;9;25.0;0.92;1.0;1.0;23.0;18.4;27.6;轮换池;0;PASS;未知;;门将
33001438;现役;Lukás Hrádecký;芬兰;Monaco;法甲;法甲;manual;35;192;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;69.1;;;非卖品;;;;73.5;75.0;71.2;70.8;56.8;57.3;69.2;68.5;3;10;15;14;14;8;14;8;11;16;9;16;13;12;9;18;17;13;14;8;14;16;16;14;10;13;14;15;13;14;12;15;15;49.3;0.92;1.0;1.0;45.3;36.2;54.4;强援池;0;PASS;未知;;门将
64016316;现役;Jan Oblak;斯洛文尼亚;Atlético Madrid;西甲;西甲;manual;32;189;欠佳;精准;右脚;门将;;;门将;1.0;0.95;0.9;73.0;;;非卖品;;;;84.8;78.8;65.5;73.2;62.5;62.3;61.8;72.2;12;9;15;12;15;4;18;12;15;16;9;19;13;12;13;9;14;13;13;11;11;15;14;12;8;12;16;15;15;15;16;13;8;71.9;0.92;1.0;1.0;66.1;52.9;79.3;强援池;0;PASS;未知;;门将
63002306;现役;Martin Dúbravka;斯洛伐克;Burnley;英超;英超;manual;36;190;还行;精准;右脚;门将;;;门将;1.0;0.95;0.9;66.6;;;非卖品;;;;73.0;71.5;67.3;62.7;58.0;59.0;65.2;63.2;3;12;15;13;13;5;14;11;13;15;13;16;12;12;9;14;15;13;14;11;15;13;11;10;12;12;15;15;11;10;12;14;9;37.6;0.92;1.0;1.0;34.6;27.7;41.5;主力池;0;PASS;未知;;门将
