Unique ID;球员类型;名字;俱乐部;年龄;最佳位置;第二位置;其他可用位置;定价位置（只读）;原全部位置（参考）;评分_射门;评分_传球;评分_控球;评分_防守;评分_速度;评分_身体;评分_意识;评分_意志;修改说明
61042900;现役;Ryan Christie;Bournemouth;29;前腰;后腰、右边锋;中前卫;前腰;后腰, 中场 (中), 前腰 (右中);59.8;69.8;69.5;56.0;68.0;65.2;64.0;68.8;
37025551;现役;Nathan Aké;Manchester City;29;中后卫;左后卫、后腰;;中后卫;后卫 (左中), 后腰;44.2;67.8;63.8;76.0;71.8;71.0;69.2;74.2;
83169817;现役;Florentino Luís;Burnley;25;后腰;;中前卫;后腰;后腰, 中场 (中);45.0;58.0;51.5;78.8;64.2;68.2;69.8;71.5;
19377081;现役;Igor Jesus;Nottingham Forest;23;中锋;;;中锋;前锋 (中);70.5;62.3;65.8;42.2;66.8;69.5;61.0;68.3;
2000019509;现役;Léo Scienza;Southampton;26;左边锋;前腰、左边前卫、右边锋;;左边锋;中场 (左), 前腰 (右左中);62.8;68.0;78.8;31.2;74.0;49.8;57.2;48.5;
2000330773;现役;Yang Min-Hyeok;Coventry;18;左边锋;;右边锋;左边锋;前腰 (右左);58.3;62.0;73.2;42.8;63.8;56.5;54.0;49.5;
28115792;现役;Neco Williams;Nottingham Forest;23;左翼卫;;左后卫、右后卫、右翼卫;左翼卫;后卫/翼卫 (右左);57.2;63.5;66.5;60.0;69.5;63.5;56.2;66.2;
29123128;现役;Dominic Calvert-Lewin;Leeds;27;中锋;;;中锋;前锋 (中);59.8;58.8;65.0;37.5;76.2;70.5;56.8;68.0;
2000087400;现役;Dário Essugo;Chelsea;19;后腰;中前卫;;后腰;后腰, 中场 (中);51.0;60.7;62.5;65.2;66.5;68.8;58.0;71.0;
91138280;现役;Leroy Sané;Galatasaray;29;左边锋、右边锋;前腰、左边前卫、右边前卫;;左边锋;中场 (右左), 前腰 (右左中);68.2;73.5;78.5;41.2;80.2;57.8;64.0;54.8;多最佳位置复核：左边锋、右边锋
62182055;现役;Dušan Vlahović;Juventus;24;中锋;;;中锋;前锋 (中);77.2;61.8;66.5;44.0;72.2;75.0;64.8;69.8;
98034601;现役;Denis Zakaria;Monaco;28;后腰;;中前卫;后腰;后腰, 中场 (中);58.5;65.5;68.5;72.3;69.5;78.5;66.8;76.2;
18110473;现役;Maxim De Cuyper;Brighton;24;左边前卫;;左后卫、左翼卫;左边前卫;后卫/翼卫/中场 (左);60.0;69.0;63.3;61.0;69.5;60.0;62.5;67.0;
67229630;现役;Youssef En-Nesyri;Al-Ittihad;27;中锋;;;中锋;前锋 (中);71.2;57.8;55.2;44.5;67.2;68.3;63.5;69.8;
2000031536;现役;Soungoutou Magassa;West Ham;21;中后卫;;后腰;中后卫;后卫 (中), 后腰;49.8;60.7;55.5;67.0;62.0;67.8;61.2;63.2;
48037822;现役;Ibrahima Konaté;Liverpool;25;中后卫;;;中后卫;后卫 (中);36.3;61.5;65.5;76.0;72.2;77.5;64.5;71.8;
2000036812;现役;Callum Doyle;Wrexham;21;中后卫;;左后卫;中后卫;后卫 (左中);51.5;71.3;61.5;68.8;50.2;66.8;68.5;65.0;
29080394;现役;Adam Webster;Brighton;30;中后卫;;;中后卫;后卫 (中);40.8;63.8;59.8;72.0;62.7;65.8;66.0;68.8;
83111483;现役;Rafael Leão;AC Milan;25;左边锋;;中锋;左边锋;前腰 (左), 前锋 (中);67.2;66.0;83.8;27.5;85.2;68.5;51.2;47.8;
13160655;现役;Reinildo;Sunderland;30;中后卫;左翼卫;左后卫;中后卫;后卫 (左中), 翼卫 (左);50.0;59.2;58.8;77.5;71.0;66.5;67.8;78.8;
28100123;现役;Aaron Wan-Bissaka;West Ham;27;右后卫;;;右后卫;后卫 (右);42.5;49.8;64.0;72.8;78.2;69.8;56.2;63.0;
85111795;现役;Serhou Guirassy;Borussia Dortmund;28;中锋;;;中锋;前锋 (中);78.2;69.8;70.3;48.0;65.0;73.5;69.8;71.8;
48044499;现役;Jean-Clair Todibo;West Ham;25;中后卫;;;中后卫;后卫 (中);44.8;62.5;62.0;73.2;71.2;74.0;65.8;67.8;
53110135;现役;Kristoffer Ajer;Brentford;26;中后卫;右后卫;;中后卫;后卫 (右中);53.2;64.0;60.7;69.2;64.5;72.0;64.8;77.8;
2000301027;现役;Ayden Heaven;Manchester United;18;中后卫;;;中后卫;后卫 (中);35.5;58.8;58.0;67.2;73.5;69.8;61.5;62.2;
2000192797;现役;Leo Sauer;Feyenoord;19;左边锋;前腰、左边前卫、右边前卫;右边锋;左边锋;中场 (右左), 前腰 (右左中);56.0;60.0;71.0;34.0;73.0;59.8;52.2;42.5;
2000261214;现役;Trey Nyoni;Liverpool;17;前腰;后腰;中前卫;前腰;后腰, 中场/前腰 (中);51.8;69.8;69.0;42.2;66.0;48.0;62.5;56.0;
91204520;现役;Merlin Röhl;Everton;22;前腰;;后腰、中前卫;前腰;后腰, 中场/前腰 (中);50.0;64.0;72.8;55.5;71.0;61.8;57.5;68.8;
28095352;现役;David Brooks;Bournemouth;27;前腰;;右边前卫、右边锋;前腰;中场 (右), 前腰 (右中);62.3;76.0;76.2;45.2;71.7;45.2;67.2;55.8;
29175064;现役;Ethan Ampadu;Leeds;24;中后卫;中前卫;后腰;中后卫;后卫 (中), 后腰, 中场 (中);41.2;62.0;54.8;72.5;64.0;68.0;68.5;73.5;
28106878;现役;Marcus Edwards;Burnley;26;左边锋;前腰;右边锋;左边锋;前腰 (右左中);67.5;72.8;84.0;37.5;71.8;50.5;58.8;36.5;
93065006;现役;Gabriel Gudmundsson;Leeds;25;左边锋;;左后卫、左翼卫、左边前卫;左边锋;后卫/翼卫/中场/前腰 (左);55.5;59.3;72.5;54.0;76.2;61.2;54.8;58.2;
91206164;现役;Malick Thiaw;Newcastle;23;中后卫;;;中后卫;后卫 (中);43.5;61.2;55.7;72.2;65.5;73.8;66.8;69.2;
13136664;现役;Franck Kessié;Al-Ahli;28;后腰;;中前卫;后腰;后腰, 中场 (中);67.2;64.5;59.5;70.8;62.0;74.2;68.0;82.8;
37071180;现役;Quilindschy Hartman;Burnley;23;左后卫;;左翼卫;左后卫;后卫/翼卫 (左);50.8;60.0;58.8;64.5;74.5;59.8;59.8;76.5;
43409366;现役;Lorenzo Lucca;Nottingham Forest;24;中锋;;;中锋;前锋 (中);70.8;57.0;59.8;41.5;65.5;77.5;60.7;65.0;
2000127879;现役;Rayane Bounida;Ajax;18;左边锋;;前腰、右边锋;左边锋;前腰 (右左中);53.2;63.0;79.2;27.5;67.8;48.2;48.5;51.8;
28103591;现役;Trevoh Chalobah;Chelsea;25;中后卫;右后卫;;中后卫;后卫 (右中);46.5;63.5;60.7;72.8;74.8;69.8;70.0;68.8;
2000184611;现役;Josh Acheampong;Chelsea;18;中后卫;右翼卫;右后卫;中后卫;后卫 (右中), 翼卫 (右);51.5;53.5;56.8;64.0;72.8;62.7;59.3;59.8;
25055083;现役;Ladislav Krejčí;Wolves;25;中后卫;后腰;;中后卫;后卫 (中), 后腰;58.8;60.2;60.2;69.0;65.5;73.2;63.2;76.8;
29179807;现役;Jayden Bogle;Leeds;24;右翼卫;;右后卫;右翼卫;后卫/翼卫 (右);50.5;71.0;70.2;58.2;72.8;63.7;61.2;65.5;
28122837;现役;Troy Parrott;AZ;22;中锋;;;中锋;前锋 (中);67.5;61.3;62.3;41.0;63.2;63.5;62.5;70.0;
61043456;现役;Andrew Robertson;Liverpool;30;左后卫;;左翼卫;左后卫;后卫/翼卫 (左);38.8;68.0;67.2;71.0;76.5;71.7;66.8;81.0;
19265858;现役;Richarlison;Tottenham Hotspur;27;左边锋;右边锋;中锋;左边锋;前腰 (右左), 前锋 (中);57.7;54.2;59.8;51.5;75.0;65.8;54.0;69.5;
27161400;现役;Victor Kristiansen;Leicester;22;中后卫;;左后卫、左翼卫;中后卫;后卫 (左中), 翼卫 (左);48.8;60.7;60.8;59.0;62.7;65.0;59.0;72.8;
2000045039;现役;Jordan James;Leicester;20;前腰;;后腰、中前卫;前腰;后腰, 中场/前腰 (中);64.5;66.0;60.0;59.3;62.8;60.8;65.2;69.2;
49047581;现役;Rayan Aït-Nouri;Manchester City;23;左翼卫;;左后卫;左翼卫;后卫/翼卫 (左);56.5;67.8;78.5;67.2;72.2;61.3;68.0;62.7;
28116496;现役;Oliver Skipp;Leicester;24;后腰;;中前卫;后腰;后腰, 中场 (中);50.5;60.8;56.2;65.2;63.7;67.0;63.7;73.5;
28126246;现役;Samuel Edozie;Southampton;21;左边锋;左边前卫;;左边锋;中场/前腰 (左);51.0;59.2;69.0;44.8;74.0;61.8;50.5;57.5;
29178504;现役;Djed Spence;Tottenham Hotspur;24;左后卫;;右后卫、右翼卫;左后卫;后卫 (右左), 翼卫 (右);55.2;52.2;54.0;68.0;78.5;65.5;64.0;55.0;
2000142236;现役;Romain Esse;Coventry;19;左边锋;前腰;左边前卫、右边前卫、右边锋;左边锋;中场 (右左), 前腰 (右左中);47.7;53.5;68.5;43.2;66.8;52.8;47.3;48.5;
51054011;现役;Edson Álvarez;Fenerbahçe;27;中后卫;中前卫;后腰;中后卫;后卫 (中), 后腰, 中场 (中);49.3;60.2;57.0;73.3;59.2;70.2;63.5;75.8;
28066083;现役;Serge Gnabry;Bayern Munich;29;中锋;左边前卫、右边前卫;前腰、左边锋、右边锋;中锋;中场 (右左), 前腰 (右左中), 前锋 (中);75.2;69.8;72.8;49.0;69.5;56.5;66.3;61.5;
2000275657;现役;Jay Robinson;Southampton;17;左边锋;;;左边锋;前腰 (左);51.8;63.5;69.8;47.3;64.5;56.5;54.2;55.0;
2000023537;现役;Ben Nelson;Leicester;20;中后卫;;;中后卫;后卫 (中);36.0;58.7;62.3;67.2;60.0;64.0;64.2;62.0;
48036558;现役;Jean-Ricner Bellegarde;Wolves;26;左边锋;右边锋;中前卫、前腰;左边锋;中场 (中), 前腰 (右左中);56.3;64.0;71.8;46.2;70.0;62.3;57.0;61.0;
53101282;现役;Sander Berge;Fulham;26;中前卫;前腰;后腰;中前卫;后腰, 中场/前腰 (中);57.0;71.8;66.8;65.8;63.8;65.2;70.0;64.2;
2000284118;现役;Yunus Emre Konak;Oxford United;19;后腰;中前卫;;后腰;后腰, 中场 (中);48.5;57.3;57.2;69.5;58.8;67.5;61.0;70.5;
2000040214;现役;Jhon Solís;Birmingham;20;后腰;;中前卫;后腰;后腰, 中场 (中);51.8;64.0;58.0;61.0;65.5;69.8;62.7;61.8;
66014588;现役;Hwang Hee-Chan;Wolves;28;中锋;左边前卫、右边前卫、右边锋;左边锋;中锋;中场/前腰 (右左), 前锋 (中);64.8;57.0;64.0;43.8;71.3;61.0;57.7;68.0;
67248170;现役;Jorge Cuenca;Fulham;25;中后卫;;;中后卫;后卫 (中);43.8;62.0;55.0;71.3;72.0;67.2;65.8;66.2;
49038967;现役;Bafodé Diakité;Bournemouth;24;中后卫;右后卫;;中后卫;后卫 (右中);58.7;60.0;58.5;69.0;65.5;70.8;63.0;66.8;
55070285;现役;João Palhinha;Tottenham Hotspur;29;后腰;中前卫;;后腰;后腰, 中场 (中);53.0;58.2;57.0;82.7;62.0;80.8;68.3;88.0;
2000300033;现役;Romelle Donovan;Brentford;18;右边锋;中前卫;前腰;右边锋;中场 (中), 前腰 (右中);60.2;56.5;61.8;41.2;69.5;60.0;53.0;59.8;
2000187717;现役;Tommy Watson;Millwall;18;左边锋;中锋;右边锋;左边锋;前腰 (右左), 前锋 (中);64.8;56.0;66.5;38.8;68.0;55.0;53.7;55.0;
85140301;现役;Christopher Nkunku;AC Milan;27;左边锋、前腰、中锋;右边锋;;左边锋;前腰 (右左中), 前锋 (中);72.8;69.5;78.0;38.5;77.0;56.5;63.7;61.5;多最佳位置复核：左边锋、前腰、中锋
43091113;现役;Bryan Cristante;Roma;29;后腰;;中前卫;后腰;后腰, 中场 (中);68.2;70.0;60.0;73.0;55.2;79.5;69.5;74.2;
37053977;现役;Azor Matusiwa;Ipswich;26;后腰;右后卫、右翼卫、右边前卫;中前卫;后腰;后卫/翼卫 (右), 后腰, 中场 (右中);47.5;65.8;61.7;66.8;60.5;64.8;64.5;73.8;
13196616;现役;Edmond Tapsoba;Bayer 04 Leverkusen;25;中后卫;;;中后卫;后卫 (中);46.8;70.2;62.5;73.8;67.2;72.8;72.8;67.0;
28110488;现役;Dwight McNeil;Everton;25;左边锋;右边前卫、右边锋、中锋;左边前卫;左边锋;中场/前腰 (右左), 前锋 (中);64.2;69.0;68.8;56.5;64.2;61.3;62.5;65.8;
16184707;现役;Christoph Baumgartner;RB Leipzig;25;左边锋;右边锋;中前卫、前腰;左边锋;中场 (中), 前腰 (右左中);72.5;67.2;70.0;60.0;68.8;68.0;67.5;79.8;
89063073;现役;Kim Min-Jae;Bayern Munich;28;中后卫;;;中后卫;后卫 (中);41.8;63.5;56.0;78.2;68.5;76.8;67.5;76.8;
45095577;现役;Ritsu Doan;Eintracht Frankfurt;26;左边锋;前腰、右边前卫;右边锋;左边锋;中场 (右), 前腰 (右左中);65.0;69.2;76.0;54.0;72.8;61.2;64.0;69.2;
37060896;现役;Joey Veerman;PSV;26;前腰;后腰;中前卫;前腰;后腰, 中场/前腰 (中);66.2;76.8;66.5;49.0;62.0;66.5;67.5;73.0;
67215284;现役;Marc Cucurella;Chelsea;26;左翼卫、左后卫;中后卫、左边前卫;;左翼卫;后卫 (左中), 翼卫/中场 (左);59.8;68.5;64.0;63.0;75.0;65.2;66.0;81.8;多最佳位置复核：左翼卫、左后卫
2000013430;现役;Pablo Felipe;West Ham;21;中锋;;;中锋;前锋 (中);66.8;55.2;61.0;58.3;63.2;73.2;63.2;78.2;
2000379552;现役;Shumaira Mheuka;Chelsea;17;中锋;;;中锋;前锋 (中);56.5;45.0;51.8;41.0;65.2;61.0;56.8;55.5;
92074020;现役;Christian Pulisic;AC Milan;26;前腰、左边锋、右边锋;;中锋;前腰;前腰 (右左中), 前锋 (中);77.2;74.8;77.8;38.8;71.8;59.0;67.0;64.8;多最佳位置复核：前腰、左边锋、右边锋
53063430;现役;Alexander Sørloth;Atlético Madrid;29;中锋;;;中锋;前锋 (中);72.5;61.8;63.3;40.5;70.5;78.0;62.8;68.0;
76038475;现役;Jefferson Lerma;Crystal Palace;30;中后卫;;后腰、中前卫;中后卫;后卫 (中), 后腰, 中场 (中);48.5;58.0;58.5;68.3;63.8;71.8;62.3;70.8;
28110835;现役;Dan Ballard;Sunderland;25;中后卫;;;中后卫;后卫 (中);40.8;53.5;51.0;70.3;65.0;73.5;60.2;75.8;
76023027;现役;Davinson Sánchez;Galatasaray;28;中后卫;;;中后卫;后卫 (中);42.2;62.8;60.0;73.3;70.0;75.5;66.2;70.0;
85086031;现役;Adrien Rabiot;AC Milan;29;后腰;左边前卫;中前卫;后腰;后腰, 中场 (左中);69.2;72.0;69.5;72.0;73.8;82.2;66.7;68.0;
24016529;现役;Marcelo Brozović;Al-Nassr;32;后腰;;中前卫;后腰;后腰, 中场 (中);61.5;76.2;65.0;67.8;52.5;66.2;73.0;82.0;
14129337;现役;Nahuel Molina;Atlético Madrid;26;右边前卫;右翼卫;右后卫;右边前卫;后卫/翼卫/中场 (右);61.8;68.5;67.0;63.5;74.5;62.3;64.5;69.8;
2000070396;现役;Caspar Jander;Southampton;21;后腰;;中前卫;后腰;后腰, 中场 (中);51.5;65.8;65.5;62.0;64.2;64.8;62.2;75.8;
2000102796;现役;Joshua Quarshie;Southampton;20;中后卫;;;中后卫;后卫 (中);34.2;48.2;43.2;59.0;75.5;70.0;50.0;67.3;
71099066;现役;Artem Dovbyk;Roma;27;中锋;;;中锋;前锋 (中);67.8;56.5;59.8;44.5;71.2;75.5;61.0;69.0;
19352610;现役;Rodrigo Muniz;Fulham;23;中锋;;;中锋;前锋 (中);71.3;55.8;63.5;42.7;69.5;65.0;62.0;61.3;
71075952;现役;Mykola Matviienko;Shakhtar;28;中后卫;;左后卫;中后卫;后卫 (左中);44.8;65.8;57.3;64.0;65.0;67.2;57.5;72.5;
29126231;现役;Kyle Walker-Peters;West Ham;27;右翼卫;;左后卫、右后卫;右翼卫;后卫 (右左), 翼卫 (右);53.8;62.0;68.2;62.2;70.5;63.0;60.8;65.2;
2000280807;现役;Harry Amass;Norwich;17;左翼卫;;左后卫;左翼卫;后卫/翼卫 (左);46.0;63.8;71.2;56.8;68.2;58.5;60.0;49.8;
23168001;现役;Salem Al-Dawsari;Al-Hilal;33;左边锋;左边前卫;;左边锋;中场/前腰 (左);69.0;71.3;81.8;37.5;66.8;59.8;65.0;58.8;
51042313;现役;Hirving Lozano;San Diego FC;29;左边锋;中锋;右边锋;左边锋;前腰 (右左), 前锋 (中);69.0;69.2;74.5;39.5;68.0;44.8;61.8;53.5;
29115800;现役;Joe Gomez;Liverpool;27;中后卫;左后卫、右后卫;;中后卫;后卫 (右左中);28.0;59.8;62.5;73.8;76.8;73.0;63.2;68.5;
2000191846;现役;Jayden Danns;Liverpool;19;左边锋;前腰;中锋;左边锋;前腰 (左中), 前锋 (中);65.0;63.0;68.0;45.0;65.2;56.5;59.8;65.5;
28113416;现役;Jacob Greaves;Ipswich;24;中后卫;;左后卫;中后卫;后卫 (左中);47.5;64.5;57.3;67.2;64.8;71.0;59.5;64.8;
28124570;现役;Bashir Humphreys;Burnley;21;中后卫;左后卫;;中后卫;后卫 (左中);39.8;54.5;55.5;64.2;65.0;66.0;60.8;64.0;
18115949;现役;Jackson Tchatchoua;Wolves;23;右翼卫;;右后卫、右边前卫;右翼卫;后卫/翼卫/中场 (右);46.0;55.5;62.5;53.8;79.8;63.2;57.0;55.8;
45030953;现役;Wataru Endo;Liverpool;31;中后卫;中前卫;后腰;中后卫;后卫 (中), 后腰, 中场 (中);47.3;64.5;59.5;77.0;64.8;73.5;72.0;82.0;
2000087605;现役;Will Alves;Huddersfield;19;左边锋;中前卫、右边锋;前腰;左边锋;中场 (中), 前腰 (右左中);47.0;59.8;72.2;31.8;63.0;45.0;46.2;45.2;
2000189761;现役;Jacob Wright;Norwich;19;中前卫;;后腰;中前卫;后腰, 中场 (中);49.0;71.5;58.2;57.0;52.5;57.7;60.5;65.2;
67197145;现役;Lucas Hernández;Paris Saint-Germain;28;中后卫;;左后卫;中后卫;后卫 (左中);46.8;66.5;63.5;78.2;65.0;72.8;69.8;77.8;
13136629;现役;Taiwo Awoniyi;Nottingham Forest;27;中锋;;;中锋;前锋 (中);68.0;57.2;72.0;31.2;75.8;69.5;49.5;58.7;
2000158356;现役;Jair;Nottingham Forest;19;中后卫;;;中后卫;后卫 (中);39.8;58.2;51.5;67.8;62.2;62.0;61.0;61.8;
67258842;现役;Carlos Vicente;Birmingham;25;右边锋;;右边前卫;右边锋;中场/前腰 (右);59.8;59.2;63.8;47.2;74.5;63.5;59.7;69.5;
66034886;现役;Hwang In-Beom;Feyenoord;28;前腰;后腰;中前卫;前腰;后腰, 中场/前腰 (中);58.5;75.8;72.5;52.0;62.0;54.5;70.2;73.3;
49040114;现役;Enzo Le Fée;Sunderland;24;前腰;中前卫;左边锋;前腰;中场 (中), 前腰 (左中);56.8;74.5;74.5;52.5;68.2;53.0;65.2;64.2;
28100360;现役;Sean Longstaff;Leeds;27;后腰;;中前卫;后腰;后腰, 中场 (中);63.2;61.0;61.0;68.2;60.8;71.2;65.5;79.8;
2000183396;现役;Ollie Scarles;West Ham;19;左后卫;中后卫、后腰、左边前卫、左边锋;左翼卫;左后卫;后卫 (左中), 翼卫 (左), 后腰, 中场/前腰 (左);53.0;59.0;56.5;59.8;65.5;59.5;57.7;61.0;
43424702;现役;Edoardo Bove;Watford;22;后腰;前腰;中前卫;后腰;后腰, 中场/前腰 (中);58.3;65.5;64.8;66.5;59.0;56.2;64.5;73.2;
2000350903;现役;Sean Steur;Ajax;17;前腰;;中前卫;前腰;中场/前腰 (中);49.5;61.8;65.0;37.0;61.2;52.8;55.2;64.0;
2000006517;现役;Ruairi McConville;Norwich;19;中后卫;;;中后卫;后卫 (中);34.2;53.2;48.0;66.0;62.3;65.0;59.0;64.0;
2000027898;现役;Shea Charles;Southampton;21;中后卫;中前卫;后腰;中后卫;后卫 (中), 后腰, 中场 (中);53.8;65.2;59.0;66.0;60.5;66.8;66.7;68.8;
2000050618;现役;Charlie Hughes;Hull;21;中后卫;;;中后卫;后卫 (中);46.0;63.5;54.2;63.8;57.8;67.0;62.0;71.8;
91119700;现役;Jonathan Tah;Bayern Munich;28;中后卫;;;中后卫;后卫 (中);45.5;64.5;55.5;74.2;68.5;80.2;73.8;77.5;
78085068;现役;Ronald Araujo;Barcelona;25;中后卫;;;中后卫;后卫 (中);54.5;53.7;54.0;75.5;74.5;77.2;57.5;80.0;
2000123638;现役;Jamie Donley;Oxford United;20;前腰;;;前腰;前腰 (中);63.0;72.8;65.8;39.5;49.8;57.8;55.0;64.0;
95076451;现役;Stav Lemkin;FC Twente;21;中后卫;;;中后卫;后卫 (中);37.8;48.8;41.0;64.3;63.3;60.5;59.5;64.0;
13211267;现役;Abdul Fatawu;Leicester;20;右边锋;右边前卫;;右边锋;中场/前腰 (右);61.0;61.0;71.3;41.0;76.5;54.5;55.2;56.2;
71104595;现役;Vitaliy Mykolenko;Everton;25;左后卫;;左翼卫;左后卫;后卫/翼卫 (左);52.3;60.0;53.5;67.8;74.0;67.2;61.0;69.5;
16147659;现役;Konrad Laimer;Bayern Munich;27;右后卫、右翼卫;;后腰、中前卫;右后卫;后卫/翼卫 (右), 后腰, 中场 (中);53.5;62.3;59.5;70.0;73.2;70.8;62.0;87.5;多最佳位置复核：右后卫、右翼卫
2000254107;现役;Kaye Furo;Brentford;17;中锋;;;中锋;前锋 (中);55.7;56.8;64.2;45.0;64.5;55.0;54.8;54.3;
37066573;现役;Sem Steijn;Feyenoord;23;前腰;;中前卫;前腰;中场/前腰 (中);71.5;68.2;69.2;45.8;64.2;57.3;66.5;77.2;
16045721;现役;Marcel Sabitzer;Borussia Dortmund;30;后腰;前腰;中前卫;后腰;后腰, 中场/前腰 (中);68.3;66.5;62.2;61.2;64.2;67.0;63.5;79.0;
2000228120;现役;Marc Guiu;Chelsea;19;中锋;;;中锋;前锋 (中);62.5;53.2;58.2;38.8;65.8;69.8;51.5;59.0;
2000280572;现役;Joachim Kayi Sanda;Southampton;18;中后卫;;;中后卫;后卫 (中);37.0;52.0;42.3;62.2;65.8;63.2;54.2;59.5;
92023410;现役;Antonio Rüdiger;Real Madrid;31;中后卫;;;中后卫;后卫 (中);43.5;59.8;51.2;77.2;70.2;78.2;69.0;80.5;
43167354;现役;Manuel Locatelli;Juventus;27;后腰;;中前卫;后腰;后腰, 中场 (中);60.3;73.2;64.0;76.0;58.0;71.2;71.0;77.0;
28106687;现役;Eddie Nketiah;Crystal Palace;25;左边锋;前腰;中锋;左边锋;前腰 (左中), 前锋 (中);64.5;59.7;67.8;43.2;74.5;62.2;58.8;63.0;
63036085;现役;Dávid Strelec;Middlesbrough;23;前腰;右边锋;中锋;前腰;前腰 (右中), 前锋 (中);66.3;67.8;67.8;38.8;65.2;59.2;65.2;64.0;
292380030;现役;Tom Fellows;Southampton;21;左边锋;;右边前卫、右边锋;左边锋;中场 (右), 前腰 (右左);50.5;58.2;72.0;42.3;69.8;55.2;50.5;61.2;
98040226;现役;Noah Okafor;Leeds;24;左边锋;右边锋;中锋;左边锋;前腰 (右左), 前锋 (中);66.5;60.5;67.8;38.8;72.0;61.0;57.8;58.8;
27112672;现役;Jacob Bruun Larsen;Burnley;26;左边锋;左边前卫、右边前卫;右边锋;左边锋;中场/前腰 (右左);58.7;56.5;64.8;43.8;72.5;57.5;53.8;59.8;
63023511;现役;Ondrej Duda;Al-Ettifaq;30;前腰;;后腰、中前卫;前腰;后腰, 中场/前腰 (中);60.8;68.5;70.8;59.5;59.2;59.8;65.2;63.7;
72048035;现役;Weston McKennie;Juventus;26;后腰;右翼卫、前腰、右边锋;中前卫、右边前卫;后腰;翼卫 (右), 后腰, 中场/前腰 (右中);61.0;63.0;61.5;67.3;65.2;81.5;63.2;77.5;
18083491;现役;Leon Bailey;Aston Villa;27;左边锋;前腰;左边前卫、右边前卫、右边锋;左边锋;中场 (右左), 前腰 (右左中);67.5;64.0;70.5;39.5;78.5;55.0;57.5;58.2;
14043255;现役;Guido Rodríguez;Valencia;30;后腰;;中前卫;后腰;后腰, 中场 (中);53.0;63.0;62.2;75.8;56.5;66.8;69.5;73.0;
29228687;现役;Jay Stansfield;Birmingham;22;中锋;前腰、左边锋;;中锋;前腰 (左中), 前锋 (中);68.2;61.5;60.2;43.5;69.5;58.8;57.5;66.0;
2000137635;现役;Ashley Phillips;Stoke;19;中后卫;;;中后卫;后卫 (中);35.0;53.5;44.0;62.3;67.0;64.2;58.5;60.0;
2000293527;现役;Tyler Bindon;Sheffield United;19;中后卫;右后卫;;中后卫;后卫 (右中);43.0;52.0;49.0;64.2;63.2;68.3;56.8;61.5;
2000189871;现役;Lewis Miley;Newcastle;18;后腰;右后卫、前腰;中前卫;后腰;后卫 (右), 后腰, 中场/前腰 (中);60.8;67.0;64.5;64.8;65.2;65.2;66.5;69.8;
28127065;现役;Aaron Ramsey;Leicester;21;前腰;;中前卫;前腰;中场/前腰 (中);59.5;68.5;69.5;48.5;69.0;52.5;64.0;50.5;
28117365;现役;Luke Thomas;Leicester;23;中后卫;左翼卫;左后卫;中后卫;后卫 (左中), 翼卫 (左);55.8;59.5;58.8;64.0;60.8;60.8;62.0;62.2;
49039033;现役;Wilson Isidor;Sunderland;24;中锋;左边锋、右边锋;;中锋;前腰 (右左), 前锋 (中);68.8;60.5;61.0;43.5;72.0;55.0;58.7;50.8;
43372285;现役;Caleb Okoli;Leicester;23;中后卫;;;中后卫;后卫 (中);37.0;47.7;47.0;68.5;61.5;75.2;56.8;66.5;
78060464;现役;José Giménez;Atlético Madrid;30;中后卫;;;中后卫;后卫 (中);46.2;56.7;55.2;78.0;57.2;66.2;68.2;79.5;
16096614;现役;Florian Grillitsch;BRG;29;后腰;中后卫、中前卫;;后腰;后卫 (中), 后腰, 中场 (中);50.2;71.5;68.5;65.5;61.5;66.0;71.0;64.5;
27058392;现役;Pierre-Emile Højbjerg;Olympique de Marseille;29;后腰;;中前卫;后腰;后腰, 中场 (中);62.5;70.8;64.8;65.2;64.2;74.5;66.5;79.8;
37057744;现役;Jerdy Schouten;PSV;28;后腰;中前卫;中后卫;后腰;后卫 (中), 后腰, 中场 (中);54.5;73.2;68.5;68.5;57.0;61.0;68.2;71.8;
24021244;现役;Mario Pašalić;Bergamo;29;前腰;;中前卫;前腰;中场/前腰 (中);70.0;72.0;67.5;54.0;65.0;64.8;66.0;63.5;
20046423;现役;Brenden Aaronson;Leeds;24;左边锋;右边锋;中前卫、前腰;左边锋;中场 (中), 前腰 (右左中);58.8;60.2;68.0;54.8;74.2;59.2;54.0;68.3;
2000264337;现役;Pedro Lima;Wolves;18;右翼卫;;右后卫;右翼卫;后卫/翼卫 (右);48.5;57.7;65.2;53.0;67.8;49.5;55.0;51.5;
2000142045;现役;Julio Soler;Bournemouth;19;左翼卫;;左后卫;左翼卫;后卫/翼卫 (左);54.0;54.5;62.5;56.5;74.0;58.5;58.2;66.8;
2000256293;现役;Gustavo Nunes;Swansea;19;左边锋;右边锋;前腰;左边锋;前腰 (右左中);58.0;61.5;70.2;43.0;69.0;49.5;58.0;62.0;
91119265;现役;Julian Brandt;Borussia Dortmund;28;前腰;左边锋、右边锋;中前卫;前腰;中场 (中), 前腰 (右左中);65.0;80.5;78.8;45.5;67.0;58.0;67.8;52.0;
2000241724;现役;Andrés García;Aston Villa;21;右翼卫;;右后卫;右翼卫;后卫/翼卫 (右);55.3;61.0;65.5;54.5;71.8;58.5;56.2;59.2;
