Unique ID;名字;球员类型;俱乐部;联赛;年龄;原价格池;新选秀池;是否保留;筛选分;最佳位置;第二位置;其他位置;基础价格参考;八维均值
16202373;Dominik Szoboszlai;现役;Liverpool;英超;24;球星池;球星池;是;100.64;前腰、中前卫;后腰、右边前卫;;73.5;67.8
18077264;Youri Tielemans;现役;Aston Villa;英超;27;球星池;球星池;是;99.87;前腰;;后腰、中前卫;72.9;66.4
48030711;André-Franck Zambo Anguissa;现役;Napoli;意甲;29;球星池;球星池;是;99.82;后腰;;中前卫;74.5;73.9
91205962;Omar Marmoush;现役;Manchester City;英超;25;球星池;球星池;是;99.76;左边锋;前腰、右边锋;中锋;72.7;67.2
36522040;Daniele De Rossi;传奇;Roma;意甲;21;传奇池;传奇池;是;99.70;后腰、中前卫;;;74.9;73.3
23244472;Gerard Piqué;传奇;Barcelona;西甲;25;传奇池;传奇池;是;99.36;中后卫;;;74.8;71.3
67228634;Achraf Hakimi;现役;Paris Saint-Germain;法甲;26;球星池;球星池;是;99.03;右后卫、右翼卫、右边前卫;;;75.5;71.0
49062667;Hugo Ekitiké;现役;Liverpool;英超;22;球星池;球星池;是;98.71;左边锋;;中锋;71.6;67.6
67086656;Antoine Griezmann;现役;Atlético Madrid;西甲;33;球星池;球星池;是;98.56;前腰、中锋;左边锋、右边锋;;72.3;66.7
14157184;Alexis Mac Allister;现役;Liverpool;英超;26;球星池;球星池;是;98.20;前腰;;后腰、中前卫;71.0;68.3
23244584;David Trezeguet;传奇;Juventus;意甲;27;传奇池;传奇池;是;98.05;中锋;;;73.8;68.7
23244489;David Beckham;传奇;Manchester United;英超;24;传奇池;传奇池;是;97.92;右边前卫、中前卫;;;70.8;67.6
91011532;Willi Orbán;现役;RB Leipzig;德甲;32;球星池;球星池;是;97.91;中后卫;;;71.9;68.4
36522055;Aaron Ramsey;传奇;Arsenal;英超;26;传奇池;传奇池;是;96.56;前腰;右边锋;中前卫;69.5;67.2
14044150;Paulo Dybala;现役;Roma;意甲;31;球星池;球星池;是;96.39;前腰、中锋;右边锋;;71.7;61.2
37071197;Ryan Gravenberch;现役;Liverpool;英超;22;强援池;球星池;是;96.21;前腰;;后腰、中前卫;68.9;69.2
37063649;Sven Botman;现役;Newcastle;英超;25;强援池;球星池;是;95.92;中后卫;;;68.8;67.7
14130029;Cristian Romero;现役;Tottenham Hotspur;英超;26;球星池;球星池;是;95.89;中后卫;;;77.6;69.1
78074594;Federico Valverde;现役;Real Madrid;西甲;26;球星池;球星池;是;95.69;中前卫、右边前卫;后腰、右边锋;;70.8;74.1
43424738;Riccardo Calafiori;现役;Arsenal;英超;22;强援池;球星池;是;95.64;中后卫;;左后卫;68.2;70.3
23168728;Bastian Schweinsteiger;传奇;Bayern Munich;德甲;21;传奇池;传奇池;是;95.24;中前卫、后腰;左边前卫、右边前卫;前腰;70.9;69.5
92026209;Hakan Çalhanoğlu;现役;Inter Milan;意甲;30;球星池;球星池;是;95.23;中前卫;;后腰;70.4;66.0
36521999;Joe Cole;传奇;Chelsea;英超;21;传奇池;传奇池;是;95.21;前腰;左边锋;;68.3;65.9
28116386;Anthony Gordon;现役;Newcastle;英超;23;强援池;球星池;是;95.16;左边锋;左边前卫;右边锋;68.2;66.3
45030953;Wataru Endo;现役;Liverpool;英超;31;强援池;球星池;是;95.00;中后卫;中前卫;后腰;66.4;68.7
37001813;Marten de Roon;现役;Bergamo;意甲;33;球星池;球星池;是;94.85;中后卫;;后腰、中前卫;77.2;70.0
19273276;Éder Militão;现役;Real Madrid;西甲;27;球星池;球星池;是;94.83;中后卫;;;70.4;70.2
37076335;Jan Paul van Hecke;现役;Brighton;英超;24;球星池;球星池;是;94.42;中后卫;;;76.2;68.5
36522050;Diego Forlán;传奇;Villarreal;西甲;25;传奇池;传奇池;是;94.36;中锋;;;70.2;68.0
43139595;Nicolò Barella;现役;Inter Milan;意甲;27;强援池;球星池;是;94.28;中前卫、后腰;;;69.8;70.7
14004589;Nicolás Otamendi;现役;Benfica;葡超;36;球星池;球星池;是;93.77;中后卫;;;71.2;69.3
91119700;Jonathan Tah;现役;Bayern Munich;德甲;28;强援池;球星池;是;93.31;中后卫;;;68.9;70.1
18007344;Romelu Lukaku;现役;Napoli;意甲;31;强援池;球星池;是;93.29;中锋;;;67.5;70.3
23049237;Ruud Gullit;传奇;AC Milan;意甲;25;传奇池;传奇池;是;92.72;中锋、中前卫、前腰;;;68.2;71.0
63012964;Stanislav Lobotka;现役;Napoli;意甲;30;强援池;球星池;是;92.12;后腰、中前卫;;;67.2;66.8
92023410;Antonio Rüdiger;现役;Real Madrid;西甲;31;强援池;球星池;是;91.98;中后卫;;;66.4;68.6
23168707;Andrea Pirlo;传奇;AC Milan;意甲;25;传奇池;传奇池;是;91.83;后腰、中前卫;;;67.6;68.6
67103537;Isco;现役;Real Betis;西甲;32;球星池;球星池;是;91.77;前腰;左边前卫、右边前卫;中前卫;75.4;63.1
85111795;Serhou Guirassy;现役;Borussia Dortmund;德甲;28;强援池;球星池;是;91.71;中锋;;;67.3;70.1
64016316;Jan Oblak;现役;Atlético Madrid;西甲;32;强援池;球星池;是;91.60;门将;;;66.1;64.2
85086031;Adrien Rabiot;现役;AC Milan;意甲;29;强援池;球星池;是;91.37;后腰;左边前卫;中前卫;66.2;72.7
43143488;Federico Dimarco;现役;Inter Milan;意甲;27;强援池;球星池;是;91.22;左翼卫;;左后卫;66.8;70.2
8833628;Thiago Silva;现役;Porto;葡超;40;强援池;球星池;是;90.84;中后卫;;;68.7;65.8
13158205;Victor Osimhen;现役;Galatasaray;土超;26;球星池;球星池;是;90.81;中锋;;;71.6;68.5
36522051;Santi Cazorla;传奇;Arsenal;英超;22;传奇池;传奇池;是;90.79;前腰、中前卫;;左边前卫、右边前卫、左边锋、右边锋;64.4;61.6
37071126;Tijjani Reijnders;现役;Manchester City;英超;26;强援池;球星池;是;90.69;前腰;后腰;中前卫;63.6;67.4
36522034;Bakary Sagna;传奇;Arsenal;英超;24;传奇池;传奇池;是;90.65;右后卫;;右翼卫;63.1;71.3
63013145;Milan Škriniar;现役;Fenerbahçe;土超;29;球星池;球星池;是;90.30;中后卫;;;70.7;67.9
89063073;Kim Min-Jae;现役;Bayern Munich;德甲;28;强援池;球星池;是;90.27;中后卫;;;66.0;68.9
23380025;Bill Foulkes;传奇;Manchester United;英超;26;传奇池;传奇池;是;90.11;中后卫;;右后卫;63.2;65.9
29141827;Ezri Konsa;现役;Aston Villa;英超;27;强援池;球星池;是;90.08;中后卫;;;62.9;68.2
36522006;Alex de Souza;传奇;Fenerbahçe;土超;27;传奇池;传奇池;是;89.92;前腰;中前卫、左边前卫、左边锋;;71.0;66.0
67276127;Nico González;现役;Manchester City;英超;23;强援池;球星池;是;89.78;前腰;;后腰、中前卫;62.6;68.1
43075156;Giovanni Di Lorenzo;现役;Napoli;意甲;31;强援池;球星池;是;89.57;中后卫;右翼卫;右后卫;63.7;71.0
36522045;Sergi;传奇;Barcelona;西甲;27;传奇池;传奇池;是;89.56;左后卫;中后卫、后腰;;65.4;68.0
48037822;Ibrahima Konaté;现役;Liverpool;英超;25;强援池;球星池;是;89.49;中后卫;;;62.3;68.2
1034075;Arda Turan;传奇;Galatasaray;土超;23;传奇池;传奇池;是;89.47;前腰、左边锋;右边锋;;70.8;63.9
2000049413;Gavi;现役;Barcelona;西甲;20;强援池;球星池;是;89.40;后腰;;中前卫、前腰;65.1;69.2
67197145;Lucas Hernández;现役;Paris Saint-Germain;法甲;28;强援池;球星池;是;89.08;中后卫;;左后卫;65.8;69.0
23168703;Obafemi Martins;传奇;Inter Milan;意甲;20;传奇池;传奇池;是;88.85;中锋;;;65.0;65.4
36522022;Roberto Carlos;传奇;Real Madrid;西甲;23;传奇池;传奇池;是;88.82;左后卫、左翼卫;;;64.4;70.2
19184436;Joelinton;现役;Newcastle;英超;28;强援池;球星池;是;88.63;中前卫;前腰;左边锋;60.8;73.6
37025551;Nathan Aké;现役;Manchester City;英超;29;强援池;球星池;是;88.50;中后卫;左后卫、后腰;;60.9;67.9
69000199;Yann Sommer;现役;Inter Milan;意甲;36;强援池;球星池;是;88.32;门将;;;62.0;67.2
2000400811;Dejan Stankovic;传奇;Inter Milan;意甲;26;传奇池;传奇池;是;87.76;前腰;;中前卫、左边前卫、右边前卫、左边锋、右边锋;63.6;68.0
45111891;Kaoru Mitoma;现役;Brighton;英超;27;强援池;球星池;是;87.60;左边锋、左边前卫;;;69.9;64.2
2000214661;Jordi Alba;传奇;Barcelona;西甲;23;传奇池;传奇池;是;87.52;左后卫、左翼卫;左边前卫;左边锋;63.6;66.0
23244549;Eric Abidal;传奇;Barcelona;西甲;27;传奇池;传奇池;是;87.48;左后卫;;;63.1;69.8
28115788;Curtis Jones;现役;Liverpool;英超;23;强援池;球星池;是;87.22;前腰;左边锋;后腰、中前卫;60.5;64.3
23447703;Denis Law;传奇;Manchester United;英超;21;传奇池;传奇池;是;87.22;中锋;;;60.2;66.8
92074020;Christian Pulisic;现役;AC Milan;意甲;26;强援池;球星池;是;86.94;前腰、左边锋、右边锋;;中锋;63.3;63.7
18106083;Jérémy Doku;现役;Manchester City;英超;22;强援池;球星池;是;86.66;左边锋、右边锋;;中锋;60.1;63.0
67276230;Nico Williams;现役;Athletic Bilbao;西甲;22;球星池;球星池;是;86.64;左边锋、右边锋;右边前卫;左边前卫;71.4;68.7
91187791;Nick Woltemade;现役;Newcastle;英超;22;强援池;球星池;是;86.61;前腰;;中锋;59.4;68.4
37084591;Micky van de Ven;现役;Tottenham Hotspur;英超;23;强援池;球星池;是;86.60;中后卫;左后卫、左翼卫;;68.2;70.0
67033300;César Azpilicueta;传奇;Chelsea;英超;26;传奇池;传奇池;是;86.56;中后卫;左后卫、左翼卫、右翼卫;右后卫;59.4;68.0
59138294;Giorgi Mamardashvili;现役;Liverpool;英超;24;强援池;球星池;是;86.53;门将;;;59.5;66.9
28115996;Morgan Rogers;现役;Aston Villa;英超;22;强援池;球星池;是;86.28;左边锋;右边锋、中锋;前腰;59.5;64.8
67287665;Álex Baena;现役;Atlético Madrid;西甲;23;强援池;球星池;是;86.20;前腰;中前卫、右边锋;左边锋;62.6;63.3
62182055;Dušan Vlahović;现役;Juventus;意甲;24;强援池;球星池;是;85.91;中锋;;;61.7;68.4
24016925;Mateo Kovačić;现役;Manchester City;英超;30;强援池;球星池;是;85.44;中前卫;;后腰;57.4;67.8
98031331;Manuel Akanji;现役;Inter Milan;意甲;29;强援池;球星池;是;85.28;中后卫;右后卫;;60.6;68.6
14020367;Emiliano Martínez;现役;Aston Villa;英超;32;强援池;球星池;是;85.27;门将;;;56.4;67.3
29194724;Antoine Semenyo;现役;Manchester City;英超;25;强援池;球星池;是;85.15;左边锋;;右边锋、中锋;58.5;63.8
19024412;Neymar;现役;Santos;巴甲;32;球星池;球星池;是;85.11;前腰、左边锋;中锋;;74.1;60.1
98007212;Fabian Schär;现役;Newcastle;英超;33;强援池;球星池;是;85.01;中后卫;;;55.6;68.0
67220143;Mikel Oyarzábal;现役;Real San Sebastián;西甲;27;强援池;球星池;是;84.78;前腰;右边锋;左边锋、中锋;69.5;69.0
43167354;Manuel Locatelli;现役;Juventus;意甲;27;强援池;球星池;是;84.48;后腰;;中前卫;60.2;69.0
36522005;Gary Cahill;传奇;Chelsea;英超;27;传奇池;传奇池;是;84.45;中后卫;;;57.2;68.8
67217522;Pau Torres;现役;Aston Villa;英超;28;强援池;球星池;是;84.28;中后卫;;;57.2;67.3
85094520;Mike Maignan;现役;AC Milan;意甲;29;强援池;球星池;是;84.00;门将;;;59.1;70.4
28104124;Trent Alexander-Arnold;现役;Real Madrid;西甲;26;强援池;球星池;是;83.99;右后卫、中前卫;右翼卫、后腰;;59.9;67.4
14110846;Exequiel Palacios;现役;Bayer 04 Leverkusen;德甲;26;强援池;球星池;是;83.94;中前卫;;后腰;68.7;68.7
36522058;Aleksandr Hleb;传奇;Arsenal;英超;23;传奇池;传奇池;是;83.79;前腰;中前卫;右边锋;57.3;62.4
28124573;Levi Colwill;现役;Chelsea;英超;21;强援池;球星池;是;83.72;中后卫;左后卫;;56.7;66.8
28018193;Péter Gulácsi;现役;RB Leipzig;德甲;34;强援池;球星池;是;83.55;门将;;;57.5;65.0
23168711;Nicolas Anelka;传奇;Fenerbahçe;土超;25;传奇池;传奇池;是;83.41;中锋;;;64.6;65.1
23460578;Garry Pallister;传奇;Manchester United;英超;27;传奇池;传奇池;是;83.35;中后卫;;;56.6;64.6
49056279;Rayan Cherki;现役;Manchester City;英超;21;强援池;球星池;是;83.29;前腰;中前卫、中锋;左边锋、右边锋;57.2;59.1
29110623;Ollie Watkins;现役;Aston Villa;英超;29;强援池;球星池;是;83.11;中锋;左边锋、右边锋;;55.5;68.0
43295814;Dejan Kulusevski;现役;Tottenham Hotspur;英超;24;强援池;球星池;是;83.03;前腰、右边锋;中前卫;右边前卫;65.1;66.1
91003875;İlkay Gündoğan;现役;Galatasaray;土超;34;强援池;球星池;是;82.99;前腰、中前卫;后腰;;62.0;64.5
29074544;Tyrone Mings;现役;Aston Villa;英超;31;强援池;球星池;是;82.63;中后卫;左后卫;;54.0;69.0
55070285;João Palhinha;现役;Tottenham Hotspur;英超;29;强援池;球星池;是;82.44;后腰;中前卫;;63.5;70.8
85136376;Nicolas Pépé;现役;Villarreal;西甲;29;强援池;球星池;是;82.37;左边锋;;右边锋;58.6;61.0
55057659;Ederson;现役;Fenerbahçe;土超;31;强援池;球星池;是;82.17;门将;;;61.4;70.2
36522038;Gaël Clichy;传奇;Arsenal;英超;19;传奇池;传奇池;是;82.16;左后卫;;;55.0;68.0
36522004;Lee Dixon;传奇;Arsenal;英超;24;传奇池;传奇池;是;82.11;右后卫;;;54.6;70.9
83261910;Nuno Mendes;现役;Paris Saint-Germain;法甲;22;强援池;球星池;是;82.06;左翼卫;;左后卫;59.0;67.2
43091113;Bryan Cristante;现役;Roma;意甲;29;强援池;球星池;是;81.93;后腰;;中前卫;57.0;70.7
76002390;James Rodríguez;现役;Minnesota;美职联;33;球星池;球星池;是;81.71;前腰;左边锋、右边锋;;70.1;61.3
98034601;Denis Zakaria;现役;Monaco;法甲;28;强援池;球星池;是;81.69;后腰;;中前卫;58.2;70.7
28054565;Jordan Pickford;现役;Everton;英超;30;强援池;球星池;是;81.65;门将;;;62.6;67.9
45104608;Takefusa Kubo;现役;Real San Sebastián;西甲;23;强援池;球星池;是;81.57;前腰;右边前卫、中锋;右边锋;67.0;63.1
91104807;Leon Goretzka;现役;Bayern Munich;德甲;29;强援池;球星池;是;81.28;后腰、中前卫;前腰;;56.1;72.8
67201783;Emiliano Buendía;现役;Aston Villa;英超;28;强援池;球星池;是;81.17;前腰;左边前卫、右边前卫、左边锋;右边锋;54.3;65.6
37062185;Cody Gakpo;现役;Liverpool;英超;25;强援池;球星池;是;81.06;左边锋、中锋;前腰、右边锋;;54.2;65.5
95079228;Alex Scott;现役;Bournemouth;英超;21;强援池;球星池;是;81.01;前腰;右边锋;后腰、中前卫;63.2;65.0
67288555;Xavi Simons;现役;Tottenham Hotspur;英超;21;强援池;球星池;是;81.01;前腰、左边锋、右边锋;;中前卫;63.2;65.1
85081880;N'Golo Kanté;现役;Fenerbahçe;土超;33;强援池;球星池;是;80.91;后腰;;中前卫;59.6;67.1
2000011972;Savinho;现役;Manchester City;英超;20;强援池;球星池;是;80.85;左边锋;;右边锋;54.9;58.0
14048343;Rodrigo De Paul;现役;Inter Miami;美职联;30;强援池;球星池;是;80.80;前腰;右边前卫;中前卫;69.7;68.3
62127037;Sergej Milinković-Savić;现役;Al-Hilal;沙特联;29;强援池;球星池;是;80.76;前腰;后腰;中前卫;69.6;72.6
23497391;Víctor Valdés;传奇;Barcelona;西甲;25;传奇池;传奇池;是;80.75;门将;;;56.3;70.4
85140301;Christopher Nkunku;现役;AC Milan;意甲;27;强援池;球星池;是;80.74;左边锋、前腰、中锋;右边锋;;57.1;63.6
83111483;Rafael Leão;现役;AC Milan;意甲;25;强援池;球星池;是;80.72;左边锋;;中锋;57.2;62.6
29233143;Harvey Elliott;现役;Aston Villa;英超;21;强援池;球星池;是;80.72;前腰;中前卫;右边锋;54.1;63.5
28093567;James Maddison;现役;Tottenham Hotspur;英超;28;强援池;球星池;是;80.64;前腰、中前卫;左边前卫、左边锋、右边锋;;63.0;63.7
28005568;Jordan Henderson;现役;Brentford;英超;34;强援池;球星池;是;80.63;后腰;;中前卫;60.2;68.2
29061164;Dan Burn;现役;Newcastle;英超;32;强援池;球星池;是;80.63;中后卫;左后卫;;51.8;66.9
2000011147;Miloš Kerkez;现役;Liverpool;英超;21;强援池;球星池;是;80.49;左后卫;左边前卫;左翼卫;53.4;67.4
2000168014;Abdukodir Khusanov;现役;Manchester City;英超;20;强援池;球星池;是;80.47;中后卫;右后卫;;53.4;67.3
83188780;Matheus Nunes;现役;Manchester City;英超;26;强援池;球星池;是;80.44;右边锋;右翼卫、前腰;右后卫、中前卫;53.3;67.8
23342467;Patrice Evra;传奇;Manchester United;英超;25;传奇池;传奇池;是;80.30;左翼卫、左后卫;;;53.0;69.1
85140175;Yoane Wissa;现役;Newcastle;英超;28;强援池;球星池;是;79.91;中锋;左边前卫;左边锋;53.1;65.1
78085068;Ronald Araujo;现役;Barcelona;西甲;25;强援池;球星池;是;79.88;中后卫;;;55.6;69.0
2000123482;Murillo;现役;Nottingham Forest;英超;22;强援池;球星池;是;79.70;中后卫;后腰;;61.4;69.1
59006269;Henrikh Mkhitaryan;现役;Inter Milan;意甲;35;强援池;球星池;是;79.70;中前卫;后腰;;53.4;67.1
91207274;Amadou Onana;现役;Aston Villa;英超;23;强援池;球星池;是;79.59;后腰;;中前卫;52.2;70.0
28025033;Tom Cairney;现役;Fulham;英超;34;强援池;球星池;是;79.27;前腰;;后腰、中前卫;59.6;61.8
61043456;Andrew Robertson;现役;Liverpool;英超;30;强援池;球星池;是;79.24;左后卫;;左翼卫;51.3;67.0
91138280;Leroy Sané;现役;Galatasaray;土超;29;强援池;球星池;是;79.06;左边锋、右边锋;前腰、左边前卫、右边前卫;;60.0;63.4
91119265;Julian Brandt;现役;Borussia Dortmund;德甲;28;强援池;球星池;是;78.93;前腰;左边锋、右边锋;中前卫;55.5;61.9
83169226;Diogo Costa;现役;Porto;葡超;25;强援池;球星池;是;78.80;门将;;;58.9;65.9
48044499;Jean-Clair Todibo;现役;West Ham;英超;25;强援池;球星池;是;78.64;中后卫;;;51.6;67.0
23049091;Emre Belözoğlu;传奇;Fenerbahçe;土超;26;传奇池;传奇池;是;78.60;左边前卫;后腰;中前卫;59.4;68.3
14181375;Nicolás González;现役;Atlético Madrid;西甲;26;强援池;球星池;是;78.40;左边锋;左边前卫、中锋;右边前卫、右边锋;54.4;66.7
735216;Cristiano Ronaldo;现役;Al-Nassr;沙特联;39;强援池;球星池;是;78.21;中锋;;;66.0;66.4
85045409;Raphaël Guerreiro;现役;Bayern Munich;德甲;31;强援池;球星池;是;78.11;前腰;后腰;左后卫、左翼卫、中前卫;53.4;61.4
28058224;Ross Barkley;现役;Aston Villa;英超;31;强援池;球星池;是;77.81;前腰;;后腰、中前卫;49.7;64.7
91194540;Anton Stach;现役;Leeds;英超;26;强援池;球星池;是;77.76;中后卫;;后腰、中前卫;59.5;68.8
79010306;Gustavo Gómez;现役;Palmeiras;巴甲;31;强援池;球星池;是;77.51;中后卫;;;66.2;66.3
29193659;Jacob Ramsey;现役;Newcastle;英超;23;强援池;球星池;是;77.50;左边锋;;中前卫、前腰;50.6;65.9
28103591;Trevoh Chalobah;现役;Chelsea;英超;25;强援池;球星池;是;77.45;中后卫;右后卫;;50.5;66.2
2000123586;Kobbie Mainoo;现役;Manchester United;英超;19;强援池;球星池;是;77.43;前腰;后腰;中前卫;50.6;65.3
29036189;Lewis Dunk;现役;Brighton;英超;33;强援池;球星池;是;77.41;中后卫;;;57.3;65.5
16184707;Christoph Baumgartner;现役;RB Leipzig;德甲;25;强援池;球星池;是;77.29;左边锋;右边锋;中前卫、前腰;52.9;69.9
23460619;Nicky Butt;传奇;Manchester United;英超;23;传奇池;传奇池;是;77.19;后腰;;中前卫;50.2;66.6
28117372;Nathan Collins;现役;Brentford;英超;23;强援池;球星池;是;76.76;中后卫;;;58.7;67.2
23453013;Bryan Robson;传奇;Manchester United;英超;26;传奇池;传奇池;是;76.67;中前卫、前腰;;;49.3;69.7
8435089;Karim Benzema;现役;Al-Hilal;沙特联;37;强援池;球星池;是;76.65;中锋;;;64.3;67.5
14108651;Giovani Lo Celso;现役;Real Betis;西甲;28;强援池;球星池;是;76.63;前腰;;中前卫、左边前卫;62.0;63.6
28094949;Harry Wilson;现役;Fulham;英超;27;强援池;球星池;是;76.36;前腰;左边锋;右边锋;59.0;61.3
48042717;Ibrahim Sangaré;现役;Nottingham Forest;英超;27;强援池;球星池;是;76.22;后腰;;中前卫;57.8;70.2
7456688;Santi Cazorla;现役;Oviedo;西甲;40;强援池;球星池;是;76.02;前腰、中前卫;左边锋、右边锋;;59.6;59.8
92021718;Emre Can;现役;Borussia Dortmund;德甲;31;强援池;球星池;是;75.87;中后卫;;后腰、中前卫;50.3;68.5
29115800;Joe Gomez;现役;Liverpool;英超;27;强援池;球星池;是;75.87;中后卫;左后卫、右后卫;;49.1;64.7
72044918;Tyler Adams;现役;Bournemouth;英超;25;强援池;球星池;是;75.79;后腰;;中前卫;57.8;66.6
75042244;Taty Castellanos;现役;West Ham;英超;26;强援池;球星池;是;75.75;中锋;;;48.7;67.1
28066083;Serge Gnabry;现役;Bayern Munich;德甲;29;强援池;球星池;是;75.43;中锋;左边前卫、右边前卫;前腰、左边锋、右边锋;51.3;64.0
23460986;Dida;传奇;AC Milan;意甲;29;传奇池;传奇池;是;75.37;门将;;;51.1;65.1
83320124;Mateus Fernandes;现役;West Ham;英超;20;强援池;球星池;是;75.23;前腰;;中前卫;48.5;64.5
79027217;Omar Alderete;现役;Sunderland;英超;28;强援池;球星池;是;75.12;中后卫;;;57.3;65.2
1510305;Pedro;现役;Celesti;意甲;37;强援池;球星池;是;75.05;前腰;;左边锋、右边锋;58.4;61.7
83169822;João Félix;现役;Al-Nassr;沙特联;25;强援池;球星池;是;74.95;前腰;中锋;左边锋;65.5;62.1
43161651;Federico Chiesa;现役;Liverpool;英超;27;强援池;球星池;是;74.82;左边锋、右边锋;前腰、中锋;;48.2;63.5
91206164;Malick Thiaw;现役;Newcastle;英超;23;强援池;球星池;是;74.71;中后卫;;;47.9;65.1
92017376;Pascal Groß;现役;Brighton;英超;33;强援池;球星池;是;74.69;前腰;;后腰、中前卫;54.5;66.1
67175052;Thomas Partey;现役;Villarreal;西甲;31;强援池;球星池;是;74.66;后腰;;中前卫;49.2;67.6
29083750;Nick Pope;现役;Newcastle;英超;32;强援池;球星池;是;74.65;门将;;;46.8;58.7
61043070;John McGinn;现役;Aston Villa;英超;30;强援池;球星池;是;74.49;左边锋;前腰、左边前卫、右边前卫;中前卫、右边锋;46.4;68.3
28127166;Conor Bradley;现役;Liverpool;英超;21;强援池;球星池;是;74.46;右翼卫;;右后卫;47.6;65.5
67139735;Dani Carvajal;现役;Real Madrid;西甲;33;强援池;球星池;是;74.34;右后卫;;右翼卫;47.8;69.1
53063430;Alexander Sørloth;现役;Atlético Madrid;西甲;29;强援池;球星池;是;74.32;中锋;;;49.9;66.4
96047750;Jan Bednarek;现役;Porto;葡超;28;强援池;球星池;是;73.86;中后卫;;;54.0;65.5
28018613;Kieran Trippier;现役;Newcastle;英超;34;强援池;球星池;是;73.74;右后卫;;右翼卫;44.4;67.4
13160655;Reinildo;现役;Sunderland;英超;30;强援池;球星池;是;73.36;中后卫;左翼卫;左后卫;54.5;66.3
5788648;Dušan Tadić;现役;Al-Wahda;“ADNOC”阿联酋职业超级联赛;36;强援池;球星池;是;73.31;前腰;;左边锋、右边锋;63.2;65.5
25042141;Patrik Schick;现役;Bayer 04 Leverkusen;德甲;28;强援池;球星池;是;73.04;中锋;;;58.0;67.0
78060464;José Giménez;现役;Atlético Madrid;西甲;30;强援池;球星池;是;72.60;中后卫;;;47.9;65.0
28121372;Ian Maatsen;现役;Aston Villa;英超;22;强援池;球星池;是;72.43;左翼卫;;左后卫;45.6;65.3
13196616;Edmond Tapsoba;现役;Bayer 04 Leverkusen;德甲;25;强援池;球星池;是;72.42;中后卫;;;57.3;67.7
36521996;David Seaman;传奇;Arsenal;英超;24;传奇池;传奇池;是;72.31;门将;;;45.4;65.9
2000101285;Nico O'Reilly;现役;Manchester City;英超;19;强援池;球星池;是;72.27;前腰;;左后卫、中前卫;45.4;65.6
76023027;Davinson Sánchez;现役;Galatasaray;土超;28;强援池;球星池;是;72.26;中后卫;;;53.2;67.2
29125842;Jarrod Bowen;现役;West Ham;英超;28;强援池;球星池;是;72.25;右边锋、中锋;右边前卫、左边锋;左边前卫;45.9;61.3
29175220;Morgan Gibbs-White;现役;Nottingham Forest;英超;24;强援池;球星池;是;72.12;前腰;右边锋;中前卫;54.4;64.3
20041862;Alphonso Davies;现役;Bayern Munich;德甲;24;强援池;球星池;是;71.86;左后卫、左翼卫;左边前卫、左边锋;;47.9;66.3
89063107;Iliman N'Diaye;现役;Everton;英超;24;强援池;球星池;是;71.83;左边锋;左边前卫、右边前卫、右边锋、中锋;前腰;54.3;62.8
67200923;Unai Simón;现役;Athletic Bilbao;西甲;27;强援池;球星池;是;71.81;门将;;;56.4;70.1
78059800;Giorgian De Arrascaeta;现役;Flamengo;巴甲;30;强援池;球星池;是;71.80;前腰;左边前卫、左边锋;;61.2;64.1
55032265;Eric Dier;现役;Monaco;法甲;31;强援池;球星池;是;71.55;中后卫;后腰;;47.3;65.8
37052843;Denzel Dumfries;现役;Inter Milan;意甲;28;强援池;球星池;是;71.37;右翼卫、右后卫;右边前卫;;46.8;71.4
62191195;Nikola Milenković;现役;Nottingham Forest;英超;27;强援池;球星池;是;71.13;中后卫;;;53.1;67.0
29127852;Lewis Cook;现役;Bournemouth;英超;27;强援池;球星池;是;71.12;后腰;右后卫;中前卫;53.2;66.0
37005632;Daley Blind;现役;Girona;西甲;34;强援池;球星池;是;70.84;中后卫;;左后卫;53.5;67.4
28109599;Emile Smith Rowe;现役;Fulham;英超;24;强援池;球星池;是;70.81;前腰;右边锋;中前卫、左边锋;53.4;61.8
85033423;Lucas Digne;现役;Aston Villa;英超;31;强援池;球星池;是;70.81;左翼卫;;左后卫;42.5;66.4
37024733;Joël Veltman;现役;Brighton;英超;33;强援池;球星池;是;70.68;中后卫;;右后卫;50.8;63.6
85051083;Kalidou Koulibaly;现役;Al-Hilal;沙特联;33;强援池;球星池;是;70.66;中后卫;;;58.3;67.6
85078058;Riyad Mahrez;现役;Al-Ahli;沙特联;33;强援池;球星池;是;70.50;右边锋、右边前卫;;;58.9;61.2
49047581;Rayan Aït-Nouri;现役;Manchester City;英超;23;强援池;球星池;是;70.44;左翼卫;;左后卫;43.6;65.3
37055841;Justin Kluivert;现役;Bournemouth;英超;25;强援池;球星池;是;70.41;左边锋;左边前卫、右边锋;前腰;53.2;60.1
12038706;Ramy Bensebaini;现役;Borussia Dortmund;德甲;29;强援池;球星池;是;70.35;中后卫;左翼卫;左后卫;45.7;68.3
33001438;Lukás Hrádecký;现役;Monaco;法甲;35;强援池;球星池;是;70.24;门将;;;45.3;64.1
28113828;Jeremie Frimpong;现役;Liverpool;英超;24;强援池;球星池;是;70.23;右边锋;;右后卫、右翼卫、右边前卫;43.9;61.1
67215284;Marc Cucurella;现役;Chelsea;英超;26;强援池;球星池;是;70.20;左翼卫、左后卫;中后卫、左边前卫;;43.2;66.7
19371031;João Gomes;现役;Wolves;英超;23;强援池;球星池;是;70.11;后腰;;中前卫;52.0;67.6
